fam162a	FAM162B
si:dkey-188g12.1	C10orf67
ensaa	ENSA
kcnc2	KCNC2
dbnla	DBNL
zgc:64189	TSC22D3
oprd1a	OPRD1
calhm3	CALHM3
hsd3b2	HSD3B2
hsd3b2	HSD3B1
diabloa	DIABLO
abcg4b	ABCG4
clcn1b	CLCN1
si:dkey-76k16.6	GLYATL1B
si:dkey-76k16.6	GLYAT
si:dkey-76k16.6	GLYATL2
si:dkey-76k16.6	GLYATL1
si:dkey-76k16.6	GLYATL3
prf1.8	PRF1
zgc:136872	CAPN14
pias1b	PIAS1
ppp6r3	PPP6R3
lrrc58a	LRRC58
fnbp1l	FNBP1L
rp1l1b	RP1L1
tcf7l1a	TCF7L1
fbxo40.1	FBXO40
scp2b	SCP2
cox4i1	COX4I1
nox5	NOX5
ruvbl1	RUVBL1
MYORG	MYORG
zgc:55558	HRAS
taf4a	TAF4
pdlim3a	PDLIM3
tssc4	TSSC4
dock11	DOCK11
cog2	COG2
psmc4	PSMC4
slc30a4	SLC30A4
fgf14	FGF14
ptk7a	PTK7
acot21	ACOT2
acot21	ACOT6
acot21	ACOT4
acot21	ACOT1
dnajc6	DNAJC6
nf2a	NF2
zfr	ZFR
si:dkey-105h12.2	A2ML1
si:dkey-105h12.2	PZP
bmp6	BMP6
pla2g1b	PLA2G1B
kcnj2b	KCNJ2
znf827	ZNF827
rgs1	RGS1
gpatch1	GPATCH1
cltrn	CLTRN
glulb	GLUL
tapbp.1	TAPBP
pkp1a	PKP1
btbd10a	BTBD10
ptpn21	PTPN21
daxx	DAXX
gpr179	GPR179
slc25a16	SLC25A16
ube2z	UBE2Z
mylk3	MYLK3
rgs5a	RGS5
cxcr4a	CXCR4
dscama	DSCAM
pop4	POP4
gtf3c6	GTF3C6
map3k15	MAP3K15
mis18bp1	MIS18BP1
agtr2	AGTR2
slc5a6b	SLC5A6
ndrg4	NDRG4
chuk	CHUK
exoc6	EXOC6
gstt2	GSTT2B
gstt2	GSTT2
gstt2	GSTT4
gstt2	GSTO2
mlf2	MLF2
vsig8b	VSIR
vsig8b	MUC15
dsc2l	DSC3
dsc2l	DSC2
dsc2l	DSC1
cep83	CEP83
ankrd53	ANKRD53
lrfn2b	LRFN2
gna15.1	GNA11
gna15.1	GNAT3
gna15.1	GNA15
dhx9	DHX9
rell2	RELL2
bahd1	BAHD1
si:ch1073-440b2.1	LONRF2
dhcr24	DHCR24
mst1	MST1
ms4a17a.6	MS4A18
ms4a17a.6	MS4A10
ms4a17a.6	MS4A14
ms4a17a.6	MS4A1
ms4a17a.6	MS4A2
ms4a17a.6	MS4A13
ms4a17a.6	MS4A6E
ms4a17a.6	MS4A6A
ms4a17a.6	MS4A15
ms4a17a.6	MS4A5
ms4a17a.6	MS4A7
smim13	SMIM13
pum1	PUM1
C6H3orf18	C3orf18
snap91a	SNAP91
ddx5	DDX5
chodl	CHODL
prickle2b	PRICKLE2
micall2b	MICALL2
ercc8	ERCC8
rbm5	RBM5
drc1	DRC1
nde1	NDE1
marchf11	MARCHF11
lrba	LRBA
grm2a	GRM2
tmem260	TMEM260
bsnb	BSN
brd8b	BRD8
SEC14L1	SEC14L1
col11a1b	COL11A1
lxn	LXN
rnaseh2b	RNASEH2B
ankrd45	ANKRD45
brip1	BRIP1
tdrd15	TDRD15
wscd1b	WSCD1
si:dkey-174k12.3	MS4A18
si:dkey-174k12.3	MS4A10
si:dkey-174k12.3	MS4A14
si:dkey-174k12.3	MS4A1
si:dkey-174k12.3	MS4A2
si:dkey-174k12.3	MS4A13
si:dkey-174k12.3	MS4A6E
si:dkey-174k12.3	MS4A6A
si:dkey-174k12.3	MS4A15
si:dkey-174k12.3	MS4A5
si:dkey-174k12.3	MS4A7
ldb2b	LDB2
fbxo2	FBXO2
gtpbp3	GTPBP3
syncrip	SYNCRIP
inka2	INKA2
spi1b	SPI1
rpe65c	RPE65
plxdc2b	PLXDC2
si:dkey-65b12.12	CXADR
chd4a	CHD4
wrap73	WRAP73
sirt5	SIRT5
dpp6b	DPP6
nop56	NOP56
tmem187	TMEM187
tmt1a.1	TMT1A
si:dkey-33i11.1	CD22
prdm14	PRDM14
pars2	PARS2
btbd6b	BTBD6
dnah1	DNAH1
frem2a	FREM2
fnbp4	FNBP4
helt	HELT
myo9ab	MYO9A
ribc1	RIBC1
rag1	RAG1
kera	KERA
igfbp1a	IGFBP1
lyn	LYN
emc4	EMC4
add3a	ADD3
ralgapa2	RALGAPA2
chrna2a	CHRNA2
niban1a	NIBAN1
pxna	PXN
matn4	MATN4
ccl35.1	CCL15
ccl35.1	CCL26
ccl35.1	CCL4
ccl35.1	CCL5
ccl35.1	CCL14
ccl35.1	CCL1
ccl35.1	CCL3L3
ccl35.1	CCL16
ccl35.1	CCL18
ccl35.1	CCL3
ccl35.1	CCL23
ccl35.1	CCL24
ccl35.1	CCL4L2
cacybp	CACYBP
arl3b	ARL3
znf574	ZNF667
znf574	ZNF212
znf574	ZNF662
znf574	ZNF671
znf574	ZNF783
nbas	NBAS
nphp1	NPHP1
eftud2	EFTUD2
lrrc9	LRRC9
osbpl6	OSBPL6
lamb4	LAMB4
ttc22	TTC22
dpf2l	DPF2
accs	ACCS
baz1b	BAZ1B
plcg1	PLCG1
p2ry1	P2RY1
lurap1	LURAP1
ccr9a	CCR9
xkr9	XKR9
kcns3b	KCNS3
jtb	JTB
slc45a2	SLC45A2
prkcz	PRKCZ
jak1	JAK1
tmem134	TMEM134
hint2	HINT2
ampd3b	AMPD3
dnaaf11	DNAAF11
cybb	CYBB
snx21	SNX21
adar	ADAR
cul5a	CUL5
eif2b4	EIF2B4
dipk1ab	DIPK1A
fbxo45	FBXO45
zgc:66484	IL4I1
zgc:66484	MAOB
tshz3b	TSHZ3
gpr34b	GPR34
endou	ENDOU
fgd6	FGD6
lyve1b	LYVE1
per1b	PER1
mterf4	MTERF4
mgst1.1	MGST1
h1-0	H1-0
sub1b	SUB1
lysmd3	LYSMD3
usp11	USP11
lipt1	LIPT1
si:dkeyp-73b11.8	WFDC6
si:dkeyp-73b11.8	SPINT4
hoxa11b	HOXA11
rdh8b	RDH8
hltf	HLTF
skap2	SKAP2
slc24a4a	SLC24A4
celsr3	CELSR3
gys2	GYS2
mfsd6b	MFSD6
nkx6.1	NKX6-1
utp25	UTP25
d2hgdh	D2HGDH
mos	MOS
si:ch1073-303k11.2	LRRN4CL
nfe2l1b	NFE2L1
ecpas	ECPAS
yrk	FGR
naf1	NAF1
mst1ra	MST1R
ahdc1	AHDC1
fgf19	FGF19
xdh	XDH
ptgr1.2	PTGR1
chmp2bb	CHMP2B
imp4	IMP4
odad2	ODAD2
snap25a	SNAP25
trhde.1	TRHDE
RDH8	RDH8
fgf13a	FGF13
plin3	PLIN4
plin3	PLIN3
plin3	PLIN5
abcb4	ABCB4
calb1	CALB1
myl12.2	MYL12A
myl12.2	MYL12B
nlrx1	NLRX1
timm8b	TIMM8B
ptdss1b	PTDSS1
rundc3b	RUNDC3B
tcaim	TCAIM
c4	C4B
c4	C4A
vamp4	VAMP4
adamts2a	ADAMTS2
dusp11	DUSP11
sh3glb2b	SH3GLB2
syncripl	SYNCRIP
gosr2	GOSR2
sdhda	SDHD
cnppd1	CNPPD1
pls3	PLS3
chn2	CHN2
rfc4	RFC4
aif1l	AIF1L
map3k9	MAP3K9
mcm6	MCM6
tead1b	TEAD1
ins	INS
cdh4	CDH4
dlk2	DLK2
si:ch73-138n13.1	KIAA1671
mocs2	MOCS2
zc2hc1c	ZC2HC1C
rpp38	RPP38
efna1b	EFNA1
r3hdml	R3HDML
mrps23	MRPS23
nxnl1	NXNL1
atp1b3b	ATP1B3
ing5a	ING5
syt11a	SYT11
cxcl11.7	CXCL9
mlycd	MLYCD
cyp27c1	CYP27C1
mideasa	MIDEAS
gal	GAL
en2a	EN2
slc2a8	SLC2A8
ncoa2	NCOA2
ppp1r9ba	PPP1R9B
msmp2	MSMP
manea	MANEA
nfe2	NFE2
srsf9	SRSF9
derl3	DERL3
zic5	ZIC5
ccnb1	CCNB1
dcaf7	DCAF7
rbl2	RBL2
flot2b	FLOT2
ppfibp2a	PPFIBP2
cdc42bpb	CDC42BPB
clcn1a	CLCN1
chadla	LRRC53
osbpl1a	OSBPL1A
hmox2a	HMOX2
si:dkey-23a13.9	H1-4
si:dkey-23a13.9	H1-3
samtor	SAMTOR
katna1	KATNA1
kidins220b	KIDINS220
palmdb	PALMD
pop7	POP7
nit2	NIT2
add1	ADD1
htr6	HTR6
acbd6	ACBD6
nkx2.1	NKX2-1
npas4b	NPAS4
stc1	STC1
mboat2b	MBOAT2
efnb2b	EFNB2
si:dkey-219c10.4	PDE4C
si:dkey-219c10.4	PDE11A
ifng1r	IFNG
efnb1	EFNB1
raf1a	RAF1
wdr53	WDR53
pcdh7b	PCDH7
chrne	CHRNE
mterf3	MTERF3
ube2na	UBE2N
ube2na	UBE2NL
grk1a	GRK1
tecpr2	TECPR2
ada2b	ADA2
setd7	SETD7
syt7b	SYT7
cpn1	CPN1
mtif2	MTIF2
fbxo44.1	FBXO44
apol	APOL5
apol	APOL1
apol	APOL4
apol	APOL6
apol	APOL2
apol	APOL3
hcar1-3	OXER1
pkdcca	PKDCC
bicc1b	BICC1
lhfpl2b	LHFPL2
sufu	SUFU
wnt5b	WNT5B
spred1	SPRED1
bcas3	BCAS3
lrrfip1a	LRRFIP1
mfap4.5	MFAP4
tipin	TIPIN
ppat	PPAT
si:dkey-88e18.8	MINAR1
adat1	ADAT1
lmx1ba	LMX1B
spon2b	SPON2
dlg5b.1	DLG5
psmc1a	PSMC1
si:dkey-21h14.9	CD163L1
slc4a2b	SLC4A2
bdnf	BDNF
lhfpl3	LHFPL3
trappc11	TRAPPC11
txlna	TXLNA
SLC24A2	SLC24A2
tmem86a	TMEM86A
si:ch73-383g2.1	VAV3
si:ch211-1f22.13	CD22
wars2	WARS2
ankrd9	ANKRD9
dyrk2	DYRK2
guca1ab.2	GUCA1A
cspg4	CSPG4
si:ch211-188c18.1	CD7
ddx21	DDX21
aqp9b	AQP6
clcn2a	CLCN2
si:cabz01076234.3	BTN2A1
map7d3	MAP7D3
iqcg	IQCG
cabz01076234.2	BTN2A1
smg1	SMG1
serp1	SERP1
inpp5kb	INPP5K
stam2	STAM2
lrp8	LRP8
tprn	TPRN
irf1a	IRF1
eif3ea	EIF3E
pola1	POLA1
wdr48b	WDR48
lrrc74a	LRRC74A
nol7	NOL7
rccd1	RCCD1
gpia	GPI
fam217bb	FAM217A
fam217bb	FAM217B
cuedc1a	CUEDC1
hormad1	HORMAD1
phpt1	PHPT1
nomo	NOMO2
nomo	NOMO1
nomo	NOMO3
ttc23	TTC23
wdr83os	WDR83OS
hacd3	HACD3
lect2.1	LECT2
znf277	ZNF277
si:dkey-21h14.10	CD163L1
ankrd33ab	ANKRD33
lcp2b	LCP2
tagln2	TAGLN
hectd2	HECTD2
mei4	MEI4
haus2	HAUS2
serpind1	SERPIND1
sp9	SP9
tmco6	TMCO6
atf5a	ATF5
snrpb	SNRPB
trim33l	TRIM28
cldn12	CLDN12
esrp1	ESRP1
rspo1	RSPO1
inip	INIP
epc2	EPC2
tdh2	HSD3B2
tdh2	HSD3B1
rab11fip4b	RAB11FIP4
haus3	HAUS3
zmpste24	ZMPSTE24
gjc2	GJC2
mul1	MUL1
apodb	APOD
atp1b2a	ATP1B2
tmem259	TMEM259
klhl24a	KLHL24
syt15	SYT15B
syt15	SYT15
raraa	NR1I3
cbx1b	CBX1
hpca	HPCA
med4	MED4
usp5	USP5
vps9d1	VPS9D1
gli3	GLI3
myo1b	MYO1B
fut9b.3	FUT5
fut9b.3	FUT6
fut9b.3	FUT3
baxa	BAX
ero1a	ERO1A
htra2-11	HTRA2
sft2d1	SFT2D1
tra2a	TRA2A
sh3glb1a	SH3GLB1
otog	OTOG
sipa1l3	SIPA1L3
cbx1a	CBX1
fnbp1a	FNBP1
sec13	SEC13
rab23	RAB23
slc16a3b	SLC16A3
bin1b	BIN1
mcl1a	MCL1
smu1a	SMU1
wipf1a	WIPF1
nrg2b	NRG2
gpd1a	GPD1
ogfr	OGFR
c1qtnf1	C1QTNF1
serpina1	SERPINA4
ifi27.4	IFI27L1
ifi27.4	IFI6
ifi27.4	IFI27
taf13	TAF13
tapt1a	TAPT1
ldlrad4b	LDLRAD4
chga	CHGA
atp6v0cb	ATP6V0C
lrtm2a	LRTM2
podn	PODN
fam174b	FAM174B
sec61a1b	SEC61A1
C9H2orf49	C2orf49
gpr137c	GPR137C
arhgef39	ARHGEF39
tnnc2.1	TNNC2
cdc25b	CDC25A
zdhhc22	ZDHHC22
kcnab1b	KCNAB1
crebzf	CREBZF
pltp	PLTP
il2rgb	IL2RG
il2rgb	IL27RA
il2rgb	IL3RA
lrch1	LRCH1
fkbp10a	FKBP10
rps9	RPS9
ptger2a	PTGER2
sycp2	SYCP2
sh3bp4	SH3BP4
slc14a2	SLC14A1
slc14a2	SLC14A2
clta	CLTA
nav1b	NAV1
ddx47	DDX47
gins3	GINS3
arhgef37	ARHGEF37
syngr1a	SYNGR1
slc25a26	SLC25A26
hypk	HYPK
smad7	SMAD7
cxcl11.5	CXCL9
pdp2	PDP2
nr2e3	NR2E3
fndc5a	FNDC5
tcn2	TCN2
npdc1b	NPDC1
cers6	CERS6
fxn	FXN
gnb3b	GNB3
slc41a3	SLC41A3
pdia8	PDILT
pdia8	PDIA2
klhl40b	KLHL40
olfm2b	OLFM2
nrarpb	NRARP
cntnap2b	CNTNAP2
nlrc3	NLRC3
slc41a2a	SLC41A2
ankrd22	ANKRD22
git2a	GIT2
rac3b	RAC3
slc7a6os	SLC7A6OS
phldb2a	PHLDB2
vtna	VTN
efna3b	EFNA3
selenoi	SELENOI
apaf1	APAF1
gng7	GNG7
gadd45bb	GADD45B
wdpcp	WDPCP
slc38a6	SLC38A6
mtx2	MTX2
eps8l1b	EPS8L1
ugcg	UGCG
ocstamp	OCSTAMP
ogfrl1	OGFRL1
C18H19orf12	C19orf12
nos2b	NOS2
mlx	MLX
chd5	CHD5
dcbld2	DCBLD2
itih3a.1	ITIH3
tmem208	TMEM208
si:dkey-194e6.2	DUSP29
ccdc40	CCDC40
hddc3	HDDC3
fibcd1b	FIBCD1
psmc2	PSMC2
nansa	NANS
cxxc4	CXXC4
sgpp1b	SGPP1
cp110	CCP110
micu2	MICU2
glt8d2	GLT8D2
plekhm1	PLEKHM1
uhmk1	UHMK1
c1qtnf5	C1QTNF5
gabrg1	GABRG1
kif26ab	KIF26A
cdh30	CDH3
fam83gb	FAM83G
lgmn	LGMN
ndufa6	NDUFA6
rab40b	RAB40B
treh	TREH
stard9	KIF16B
narfl	CIAO3
avp	AVP
avp	OXT
eif3ja	EIF3J
dpysl2b	DPYSL2
esamb	ESAM
mob3c	MOB3C
dlg1b	DLG1
pnrc1	PNRC1
slmapa	SLMAP
pecam1b	PECAM1
plcd1a	PLCD1
nr1d1	NR1D1
fam133b	FAM133B
fam133b	FAM133A
slc34a1a	SLC34A1
actl6b	ACTL6B
siae	SIAE
si:ch211-157b11.12	C1orf159
hsd17b7	HSD17B7
klhdc7a	KLHDC7A
sema3d	SEMA3D
hspb3	HSPB3
slc25a4	SLC25A4
cox8a	COX8A
cox8a	COX8C
ftcdnl1	FTCDNL1
parp3	PARP3
cavin1b	CAVIN1
prdx1	PRDX1
anxa5a	ANXA5
irf5	IRF5
gabpb1	GABPB1
inka1b	INKA1
usp33	USP33
spra	SPR
rwdd2b	RWDD2B
tmem47	TMEM47
nmnat3	NMNAT3
vps26b	VPS26B
mlf1	MLF1
trappc5	TRAPPC5
samm50l	SAMM50
eno1b	ENO1
serpina10b	SERPINA10
pcgf1	PCGF1
tprg1l	TPRG1L
nkx1.2lb	NKX1-1
trim13	TRIM13
p2ry13	P2RY13
fzd9b	FZD9
idi1	IDI2
idi1	IDI1
galnt17	GALNT17
sntb2	SNTB2
tdrd7a	TDRD7
adipoqb	ADIPOQ
aadac	AADAC
spock2	SPOCK2
cdkn2aipnl	CDKN2AIPNL
rapgefl1	RAPGEFL1
ccdc142	CCDC142
slc6a1a	SLC6A1
prickle1a	PRICKLE1
dnajc30b	DNAJC30
fubp1	FUBP1
olfm3b	OLFM3
guca1b	GUCA1B
mrps14	MRPS14
snx29	SNX29
hdac9b	HDAC9
pcdh10b	PCDH10
fastkd1	FASTKD1
camsap1b	CAMSAP1
pkma	PKM
cxcl18b	PPBP
rassf4a	RASSF4
nrtn	NRTN
steap2	STEAP2
glipr1a	GLIPR1L1
glipr1a	CRISP1
glipr1a	GLIPR1L2
esrra	ESRRA
ap2m1a	AP2M1
rin3	RIN3
tmx4	TMX4
wbp1la	WBP1L
helq	HELQ
pcdh2ac	PCDHAC2
si:ch211-51e8.2	EBF1
aspdh	ASPDH
gdf9	GDF9
napga	NAPG
atg9b	ATG9B
rtf2	RTF2
fasn	FASN
atoh7	ATOH7
cops9	COPS9
chmp5b	CHMP5
sowahab	SOWAHA
sox19a	SRY
sox19a	SOX15
sox19a	SOX12
cyp8b1.1	CYP8B1
knstrn	KNSTRN
lamtor3	LAMTOR3
eef1da	EFCC1
eef1da	EEF1D
vps11	VPS11
tmem182b	TMEM182
ccnd1	CCND1
hira	HIRA
fzd8b	FZD8
phactr4a	PHACTR4
agrp	AGRP
rrp8	RRP8
arhgap12b	ARHGAP12
gla	GLA
zgc:101765	AKR1C3
zgc:101765	AKR1C1
zgc:101765	AKR1B10
zgc:101765	AKR1C8
zgc:101765	AKR1B15
zgc:101765	AKR1C4
zgc:101765	AKR7A3
zgc:101765	AKR1C2
tnfaip6	TNFAIP6
sntb1	SNTB1
snap47	SNAP47
jmjd4	JMJD4
lmbr1l	LMBR1L
plce1	PLCE1
slc9a2	SLC9A2
pierce1	PIERCE1
CRAT	CRAT
plekha3	PLEKHA3
fkbp9	FKBP9
ntn4	NTN4
mef2cb	MEF2C
bhlhe40	BHLHE40
gpha2	GPHA2
ndufa12	NDUFA12
mgme1	MGME1
stxbp1b	STXBP1
ywhag1	YWHAG
wasb	WAS
mettl1	METTL1
mkxa	MKX
pik3r3a	PIK3R3
ddx28	DDX28
txndc5	TXNDC5
il17d	IL17D
ppp2r5d	PPP2R5D
zgc:153932	GP2
lsm14b	LSM14B
hsdl2	HSDL2
ulk4	ULK4
sec16b	SEC16B
tardbpa	TARDBP
ankrd6b	ANKRD6
plag1	PLAG1
heatr5a	HEATR5A
tyrobp	TYROBP
tfr1b	TFRC
arl2	ARL2
dnaaf10	DNAAF10
trim46a	TRIM46
b3gnt3.1	B3GNT3
ecrg4a	ECRG4
tlcd1	TLCD1
ankrd13c	ANKRD13C
glmnb	GLMN
lcmt1	LCMT1
cep170bb	CEP170B
cdon	CDON
bcl2a	BCL2
gfra4a	GFRA4
mpp4l	MPP4
fam168b	FAM168B
unc93a	UNC93A
si:dkey-108k21.10	H1-6
wdr33	WDR33
vkorc1l1	VKORC1L1
tmem161b	TMEM161B
dnajc27	DNAJC27
ndrg1a	NDRG1
slc25a24l	SLC25A25
plekha8	PLEKHA8
cimip2b	CIMIP2B
si:dkey-166k12.1	SLC22A6
si:dkey-166k12.1	SLC22A9
si:dkey-166k12.1	SLC22A12
si:dkey-166k12.1	SLC22A24
si:dkey-166k12.1	SLC22A3
si:dkey-166k12.1	SLC22A14
si:dkey-166k12.1	SLC22A1
si:dkey-166k12.1	SLC22A10
si:dkey-166k12.1	SLC22A25
si:dkey-166k12.1	SLC22A5
si:dkey-166k12.1	SLC22A4
si:dkey-166k12.1	SLC22A11
slc6a9	SLC6A9
hebp2	HEBP2
sbno2b	SBNO2
cel.1	CEL
mfsd4ab	MFSD4A
cenpv	CENPV
cenpv	CENPVL2
cenpv	CENPVL1
cenpv	CENPVL3
tomm70a	TOMM70
nr2f6b	NR2F6
si:cabz01007816.2	CLEC4D
si:cabz01007816.2	CLEC4M
si:cabz01007816.2	CLEC4G
si:cabz01007816.2	FCER2
si:cabz01007816.2	CLEC6A
si:cabz01007816.2	CD209
si:cabz01007816.2	CLEC4C
si:cabz01007816.2	CLEC4A
si:cabz01007816.2	CD207
acss2	ACSS2
tesmin	TESMIN
atn1	ATN1
tcf3a	TCF3
ntrk1	NTRK1
slc22a21	SLC22A24
slc22a21	SLC22A25
slc22a21	SLC22A11
unc13a	UNC13A
pex14	PEX14
stxbp6l	STXBP6
mmaa	MMAA
pum3	PUM3
cacna1hb	CACNA1H
hjv	HJV
pald1b	PALD1
sult1st1	SULT1E1
sult1st1	SULT1A2
sult1st1	SULT1A1
sult1st1	SULT1A3
sult1st1	SULT1A4
sult1st1	SULT2A1
gabrr1	GABRR1
cxcl14	CXCL14
adra1ab	OR13F1
adra1ab	OR56A5
adra1ab	OR5T3
adra1ab	OR5T1
adra1ab	OR5T2
adra1ab	OR56A1
adra1ab	OR56A4
adra1ab	OR56A3
pkp3a	PKP3
abcc6b.1	ABCC10
abcc6b.1	ABCC11
elovl4b	ELOVL4
cables2a	CABLES2
timm13	TIMM13
ciao2a	CIAO2A
ralgds	RALGDS
dop1b	DOP1B
hagh	HAGH
washc2c	WASHC2A
washc2c	WASHC2C
nup107	NUP107
osbpl3a	OSBPL3
sigirr	SIGIRR
snu13b	SNU13
pam	PAM
mrpl57	MRPL57
zgc:154125	MILR1
prim2	PRIM2
osbpl10b	OSBPL10
gna15.3	GNA11
gna15.3	GNAT3
gna15.3	GNA15
smad5	SMAD5
htr1ab	HTR1A
mrtfba	MRTFB
ndufb6	NDUFB6
amfra	AMFR
ppm1aa	PPM1A
pdxdc1	PDXDC1
rereb	RERE
si:ch1073-104i17.1	C19orf44
rcc2	RCC2
mctp2a	MCTP2
bckdha	BCKDHA
lypd6	LYPD6
TMEM132C	TMEM132C
si:dkey-65b12.10	CXADR
htr1d	HTR1D
b3galnt2	B3GALNT2
hrasa	HRAS
kcnn4	KCNN4
nrbf2b	NRBF2
cers4b	CERS4
gfap	GFAP
mpped2a	MPPED2
cotl1	COTL1
pla1a	PLA1A
zdhhc4	ZDHHC4
popdc2	POPDC2
mafaa	MAFA
meiob	MEIOB
mllt10	MLLT10
si:ch211-222f23.6	TIGIT
si:ch211-222f23.6	PVR
si:ch211-222f23.6	NCR3
si:ch211-222f23.6	SMAGP
ca4c	CA4
magi1b	MAGI1
klb	KLB
smg9	SMG9
si:ch211-154e10.1	RGS3
cds1	CDS1
gopc	GOPC
wdr75	WDR75
upf1	UPF1
mapta	MAPT
bbs5	BBS5
pgpep1	PGPEP1
guf1	GUF1
ptpn6	PTPN6
si:dkey-84o3.8	HTRA2
tpm3	TPM3
ktn1	KTN1
nme4	NME4
jund	JUND
ptger2b	PTGER2
id2b	ID2
acvr2ba	ACVR2B
gga3a	GGA3
tlcd3ba	TLCD3B
prdm13	PRDM13
si:ch1073-153i20.2	H3C7
si:ch1073-153i20.2	H3C6
si:ch1073-153i20.2	H3-7
si:ch1073-153i20.2	H3C4
si:ch1073-153i20.2	H3C2
si:ch1073-153i20.2	H3-4
si:ch1073-153i20.2	H3C8
si:ch1073-153i20.2	H3C11
si:ch1073-153i20.2	H3C10
si:ch1073-153i20.2	H3C12
si:ch1073-153i20.2	H3C3
si:ch1073-153i20.2	H3C1
phox2a	PHOX2A
mapkap1	MAPKAP1
rin2a	RIN2
UBL4A	UBL4A
cfap96	CFAP96
fnbp1b	FNBP1
FAM177A1	FAM177A1
si:dkey-108k21.21	H1-6
ltbp1	LTBP1
adgrv1	ADGRV1
fgf13b	FGF13
znf281a	ZNF281
chsy1	CHSY1
prcp	PRCP
rbm6	RBM6
atraid	ATRAID
btc	BTC
snx17	SNX17
pnkd	PNKD
r3hcc1	R3HCC1
cpeb3	CPEB3
si:ch73-389b16.1	CCDC18
pitrm1	PITRM1
abat	ABAT
tprb	TPR
pank2	PANK2
bcor	BCOR
fhl3a	FHL3
qpctla	QPCTL
fgfr2	FGFR2
firrm	FIRRM
rttn	RTTN
tmc1	TMC1
gstm.1	GSTM3
edc4	EDC4
arnt	ARNT
otofb	OTOF
qdpra	QDPR
dlgap3	DLGAP3
stmp1	STMP1
nipsnap1	NIPSNAP1
ripk1l	RIPK1
rffl	RFFL
mybpha	MYBPH
sxph	SRPRB
sxph	TF
wdr19	WDR19
nfybb	NFYB
scamp1	SCAMP1
shisa8b	SHISA8
atad1b	ATAD1
dok6	DOK6
cpne1	CPNE1
prmt3	PRMT3
nedd4a	NEDD4
fan1	FAN1
rps25	RPS25
pola2	POLA2
ptprfa	PTPRF
hspb1	HSPB1
picalmb	PICALM
sertad4	SERTAD4
sf3a1	SF3A1
slc35b3	SLC35B3
lim2.5	LIM2
si:dkey-31g6.6	C17orf67
clptm1	CLPTM1
cpvl	CPVL
kcnk15	KCNK15
atp5mc3a	ATP5MC3
lrp3	LRP3
dr1	DR1
fxr2	FXR2
vsx1	VSX1
tenm4	TENM4
cart1	CARTPT
ndc1	NDC1
slc27a2b	SLC27A5
klf15	KLF15
gria1b	GRIA1
si:ch73-171o20.1	IRGC
si:ch73-171o20.1	IRGM
bloc1s6	BLOC1S6
mis18a	MIS18A
rhbdl2	RHBDL2
zgc:66473	SEPTIN14
cyp11a1.2	CYP11A1
irgf3	IRGC
irgf3	IRGM
prkcg	PRKCG
prkcg	PKN3
garre1	GARRE1
rpl17	RPL17
prxl2c	PRXL2C
glrba	GLRB
smg6	SMG6
slc1a6	SLC1A6
adcyap1r1a	ADCYAP1R1
s100p	KCNMB2
rps26	RPS26
riok1	RIOK1
jagn1a	JAGN1
akirin1	AKIRIN1
cox6a1	COX6A2
gusb	GUSB
wnt10b	WNT10B
rbp4	RBP4
bcl9	BCL9
txn2	TXN2
ssr2	SSR2
adam8b	ADAM8
inavab	INAVA
ogfr2	OGFR
fbxl6	FBXL19
itgb8	ITGB8
tcirg1a	TCIRG1
zdhhc20a	ZDHHC20
tgfb2	TGFB2
cdin1	CDIN1
rasip1	RASIP1
skp2	SKP2
prpf4ba	PRP4K
msgn1	MSGN1
iyd	IYD
mmp11a	MMP11
eef1a1l3	GSPT2
dpy19l1l	DPY19L1
bdh1	BDH1
snx14	SNX14
taf5l	TAF5L
hmgb1b	HMGB1
hmgb1b	HMGB1P1
tbxas1	TBXAS1
desmb	DES
ndufa9b	NDUFA9
rab40c	RAB40C
si:dkey-17e16.9	ALOXE3
mphosph6	MPHOSPH6
urb1	URB1
ncoa3	NCOA3
osgepl1	OSGEPL1
mov10b.1	MOV10
itgb4	ITGB4
sdhc	SDHC
atp1a1a.1	ATP1A1
trip13	TRIP13
trim36	TRIM36
pon1	PON3
pon1	PON1
pon1	PON2
got2b	GOT2
rtel1	RTEL1
ccbe1	CCBE1
hmcn1	HMCN1
cacnb4a	CACNB4
fbxl14b	FBXL14
lingo1a	LINGO1
actr3b	ACTR3C
actr3b	ACTR3B
mgat1b	MGAT1
ubn2b	UBN2
fpgs	FPGS
spink4	SPINK4
stim1b	STIM1
hoxa1a	HOXA1
ube2g1a	UBE2G1
lrrc14b	LRRC14B
rdh14b	RDH14
c8g	C8G
znf16l	ZNF22
znf16l	ZFP41
ugt5d1	UGT3A1
ugt5d1	UGT2A3
ugt5d1	UGT2B11
ugt5d1	UGT2B28
ugt5d1	UGT2B10
ugt5d1	UGT1A6
ugt5d1	UGT1A5
ugt5d1	UGT1A4
ugt5d1	UGT1A3
ugt5d1	UGT1A8
ugt5d1	UGT1A10
ugt5d1	UGT1A7
ugt5d1	UGT1A9
ugt5d1	UGT2B7
ugt5d1	UGT2B4
ugt5d1	UGT2A2
ugt5d1	UGT2A1
ugt5d1	UGT2B15
ugt5d1	UGT2B17
atcayb	ATCAY
itln4	ITLN2
vrk1	VRK1
lipeb	LIPE
bckdhbl	SIGLEC15
cers4a	CERS4
irgf1	IRGC
irgf1	IRGM
sin3b	SIN3B
