mt-nd1	mt-Nd1
cltcb	Cltc
fkbp15b	Fkbp15
mxi1	Mxi1
dolk	Dolk
gja10b	Gja10
dnajc5aa	Dnajc5
chd3	Chd3
minar2	Minar2
mgme1	Mgme1
hfm1	Hfm1
slc25a33	Slc25a33
ube2q2	Ube2q2
ube2q2	Ube2q2l
ube2q2	AA414768
lrrc8da	Lrrc8e
ogfod2	Ogfod2
znf516	Zfp219
shld2	Shld2
enpp1	Enpp1
IKZF5	Ikzf5
fam102b	Eeig2
adam9b	Adam18
adam9b	Adam4
adam9b	Gm4787
adam9b	Adam5
adam9b	Adam24
adam9b	Adam34
adam9b	Adam34l
adam9b	Adam26b
adam9b	Adam26a
adam9b	Adam39
adam9b	Adam25
adam9b	Adam20
adam9b	Adam32
adam9b	Adam7
adam9b	Adam21
adam9b	Adam3
adam9b	Adam6b
adam9b	Adam6a
adam9b	Adam1a
adam9b	Adam1b
adam9b	Adam30
adam9b	Adam29
adam9b	Adamdec1
adam9b	Adam2
adam9b	Adam10
grhl2b	Grhl2
smarca5	Smarca1
usp38	Usp38
armc3	Armc3
polr2a	Polr2a
chodl	Chodl
slc22a13b	Slc22a13
slc22a13b	Slc22a13b
si:dkey-283j8.1	Tmem255b
ELOVL4	Elovl4
DNAI3	Dnai3
ablim2	Ablim2
rsu1	Rsu1
baz1b	Baz1b
gja5a	Gja5
tmed7	Tmed7
wdr48b	Wdr48
g3bp2a	G3bp2
spon2b	Spon2
thumpd2	Thumpd2
sult6b1	Sult6b1
napepld	Napepld
casq2	Casq2
bag1	Bag1
MUSK	Musk
tsen54	Tsen54
rspry1	Rspry1
slc25a47a	Slc25a47
med1	Med1
dgcr8	Dgcr8
ptp4a1	Ptp4a1
azi2	Azi2
fbxo38	Fbxo38
RAB37	Rab37
kmt5b	Kmt5b
ccdc136a	Ccdc136
tmem231	Tmem231
zzef1	Zzef1
AOPEP	Aopep
ELK3	Elk3
rab23	Rab23
ucmab	Ucma
taf6l	Taf6l
pdpk1b	Pdpk1
syt9a	Syt9
cables1	Cables1
gpr18	Gpr18
tbc1d16	Tbc1d16
atr	Atr
fgd5a	Fgd5
slc35b4	Slc35b4
pank4	Pank4
ZNF800	Zfp800
rpl22	Rpl22
slc44a1b	Slc44a1
snord29	Gm22744
snord29	Gm55451
fcsk	Fcsk
bmp2b	Bmp2
ndufa5	Ndufa5
msx2b	Msx3
oxt	Avp
oxt	Oxt
haao	Haao
gys2	Gys2
rassf4a	Rassf4
tmem199	Tmem199
pex5	Pex5
CPQ	Cpq
mrpl13	Mrpl13
prss12	Prss12
map1aa	Map1a
etaa1a	Etaa1
lars2	Lars2
srl	Srl
mydgf	Mydgf
glis2b	Glis2
tacc1	Tacc1
ola-mir-10d	Mir10b
mtx2	Mtx2
ccnf	Ccnf
tmem134	Tmem134
vrk1	Vrk1
map3k14b	Map3k14
jph1a	Jph1
SNORA62	Gm55131
SNORA62	Gm24044
tbl1xr1b	Tbl1xr1
ddx56	Ddx56
vezf1a	Vezf1
csnk1g2b	Csnk1g2
pomgnt2	Pomgnt2
manbal	Manbal
clcn1b	Clcn1
nudcd1	Nudcd1
pdlim4	Pdlim4
cant1a	Cant1
ush1gb	Ush1g
ano8a	Ano8
tbc1d20	Tbc1d20
vat1l	Vat1l
tamm41	Tamm41
park7	Park7
rhcgb	Rhcg
FIGN	Fign
uox	Uox
vac14	Vac14
GALNT5	Galnt5
kcnj3b	Kcnj3
kifc1	Kifc5b
kifc1	Kifc1
ptgesl	Ptges2
fosb	Fosb
TSC2	Tsc2
znf296	Zfp296
zp3a.1	Zp3
tbpl1	Tbpl1
ift80	Ift80
KCTD1	Kctd1
si:dkey-122a22.2	Ephx3
rgl1	Rgl1
dnmt1	Dnmt1
mctp1a	Mctp1
tmem30aa	Tmem30a
fen1	Fen1
znf395b	Zfp395
mbtps2	Mbtps2
Gb-alpha4	Hbb-bh1
nipa1	Nipa1
cbx7a	Cbx7
amh	Tdrd6
crhr1	Crhr1
sdcbp2	Sdcbp2
gpat4	Gpat4
dnm1b	Dnm1
eif2b1	Eif2b1
acsf2	Acsf2
plek2	Plek2
crabp1a	Crabp1
PLD4	Pld4
bfsp2	Bfsp2
mdm2	Mdm2
ppiab	Ppia
glo1	Glo1
pdgfbb	Pdgfb
dbf4	Dbf4
chrm5a	Chrm5
prcc	Prcc
sfmbt2	Sfmbt2
etv1	Etv1
pias2	Pias2
rab5ab	Rab5a
nkiras2	Nkiras2
smim12	Smim12
hapstr1a	Gm715
hapstr1a	Hapstr1
mterf4	Mterf4
abraxas2	Abraxas2
bace1	Bace1
adcy2b	Adcy2
eri2	Eri2
lrrc74a	Lrrc74a
tbx3a	Tbx3
rad54l2	Rad54l2
sv2a	Sv2a
stx3b	Stx3
slc25a48	Slc25a48
fndc7a	Fndc7
zmynd19	Zmynd19
hadhab	Hadha
mir196a-1	Mir196a-2
ptgs1	Ptgs1
lhfpl4a	Lhfpl4
sucla2	Sucla2
pax9	Pax9
TSTD2	Tstd2
mrpl33	Mrpl33
nlk2	Nlk
si:dkey-78k11.9	Npsr1
gpsm1b	Gpsm1
vcam1b	Vcam1
crbn	Crbn
NUP54	Nup54
dpep2	Dpep2
birc5b	Nlrc4
cenpo	Cenpo
glmnb	Glmn
serpinf2b	Serpinf2
usp32	Usp32
c7b	C7
ppm1da	Ppm1d
znf277	Zfp277
SNORD18	Gm23344
plekhg5b	Plekhg5
zgc:109982	Rdh8
syt6a	Syt6
huwe1	Huwe1
ppp1r9a	Ppp1r9a
svila	Svil
TPPP	Tppp
sdk2b	Sdk2
gpc4	Gpc4
rpl38	Rpl38
tsc1b	Tsc1
cyp19a1a	Cyp19a1
GID4	Gid4
kcnh2b	Kcnh2
atg5	Atg5
gsdmeb	Gsdme
gdpd5b	Gdpd5
CBX4	Cbx4
znhit2	Znhit2
ranbp9	Ranbp9
nr2e1	Nr2e1
sh3bp5b	Sh3bp5
SCN8A	Scn8a
slc7a1a	Slc7a1
tcp1	Tcp1
cavin4b	Cavin4
akap6	Akap6
dip2ba	Dip2b
lrp5	Lrp5
cnksr3	Tex16
cdkn1a	Cdkn1a
vmhc	Myh7
igsf11	Igsf11
runx1t1	Runx1t1
smg8	Smg8
lipib	Pnlip
lipib	Lipi
gps1	Gps1
etfb	Etfb
nbr1b	Nbr1
pank1a	Pank1
GCG	Gcg
tsg101a	Tsg101
cfap298	Cfap298
mrpl20	Mrpl20
sdhb	Sdhb
RGS20	Rgs20
ndufa10	Ndufa10
sowahd	Sowahd
b3galt2	B3galt2
RPL36A	Rpl36a
RPL36A	Rpl36al
CTDSP1	Ctdsp1
cul1a	Cul1
lpgat1	Lpgat1
traf3ip3	Traf3ip3
npat	Npat
adam12a	Adam12
katnbl1	Katnbl1
tnfaip2	Tnfaip2
rab11fip5b	Rab11fip5
OR6Q1	Or11l3
OR6Q1	Or6b3
OR6Q1	Or6b2b
OR6Q1	Or11q2
OR6Q1	Or6b2
OR6Q1	Or6y1
OR6Q1	Or6b6
gk5	Gk5
CHMP6	Chmp6
ccsapb	Ccsap
znf706	Zfp706
ctsa	Ctsa
psmg2	Psmg2
ube2h	Ube2h
zc3hc1	Zc3hc1
agfg1a	Agfg1
ntrk2a	Ntrk2
dapk3	Dapk2
capgb	Capg
mpc1	Mpc1
arsj	Arsj
ccn1	Ccn1
tgfbr2a	Tgfbr2
cdin1	Cdin1
dctn4	Dctn4
mmp15a	Mmp15
si:ch211-103n10.5	H1f6
srebf1	Srebf1
rtn4a	Rtn4
nanos2	Nanos2
ccdc149b	Ccdc149
ankhd1	Ankhd1
gli2b	Gli2
gpbp1l1	Gpbp1l1
lurap1	Lurap1
plppr1	Plppr1
usf2	Usf2
gpr183a	Gpr183
srp72	Srp72
rabggta	Rabggta
cxxc4	Cxxc4
mlip	Mlip
haus4	Haus4
myo6a	Myo6
PAQR3	Paqr3
angptl1b	Angptl1
smap1	Smap1
spata13	Spata13
lrrc17	Lrrc17
nup88	Nup88
MYOC	Myoc
metrn	Metrn
bicra	Bicra
rac1b	Rac1
actr6	Actr6
C8A	C8a
nmur3	Nmur1
jmjd1cb	Jmjd1c
hapln4	Hapln4
ncanb	Ncan
slc38a7	Slc38a7
exoc6	Exoc6
mir192	Mir215
CLPTM1L	Clptm1l
rpsa	Rpsa
ammecr1	Ammecr1
anxa13l	Anxa8
anxa13l	Anxa9
anxa13l	Anxa13
crls1	Crls1
ndst3	Ndst4
cntnap3	Cntnap3
deptor	Deptor
mta1	Mta1
gabrr2a	Gabrr2
tmem200a	Tmem200a
zfr2	Zfr2
eya1	Eya1
pcdh1a	Pcdh1
noc4l	Noc4l
rdh10a	Rdh10
GADL1	Gadl1
hdac10	Hdac10
osr1	Osr1
myzap	Myzap
prr12a	Prr12
mafga	Mafg
psmd13	Psmd13
mapre2	Mapre2
utp18	Utp18
swi5	Swi5
dmbx1a	Dmbx1
cfap69	Cfap69
nploc4	Nploc4
g2e3	Phf7
g2e3	G2e3
adcy5	Adcy5
mtg2	Mtg2
ar	Ar
arrdc3b	Arrdc3
simc1	Simc1
slc7a4	Slc7a4
gjb1a	Gjb1
si:dkey-121a9.3	2310009B15Rik
plekho1b	Plekho1
myo1ea	Myo1e
slc6a8	Slc6a8
pex11g	Pex11g
appb	App
htr2b	Htr2b
tead1b	Tead1
alpi.2	Alppl2
alpi.2	Akp3
alpi.2	Alpi
trim44	Trim44
gp9	Gp9
cbl	Cbl
mrps16	Mrps16
wnt7ab	Wnt7a
si:ch73-142c19.1	Fbxw17
gins4	Gins4
tnfsf14	Tnfsf14
tbr1b	Tbr1
ube2na	Ube2n
lpar2a	Lpar2
hemk1	Hemk1
ephx1	Ephx1
creld1b	Creld1
prdm8b	Prdm8
bmp3	Bmp3
magi1a	Magi1
tekt4	Tekt4
ankrd33ba	Ankrd33b
SEMA4G	Sema4g
ldlrad4b	Ldlrad4
dsc2l	Dsc3
dsc2l	Dsc2
dsc2l	Dsc1
CDH2	Cdh2
fyb1b	Fyb1
rnf144b	Rnf144b
KCNA1	Kcna1
hif1an	Hif1an
kdsr	Kdsr
kif13bb	Kif13b
tmem184bb.2	Tmem184b
tmpoa	Tmpo
tmpoa	Lemd1
tbpl2	Tbpl2
yju2b	Yju2b
nots	Pga5
heg1	Heg1
dap3	Dap3
cnksr2b	Cnksr2
fam131aa	Fam131a
lrmda	Lrmda
arid1b	Arid1b
tmem107l	Tmem107
glrx5	Glrx5
cdc123	Cdc123
plxnb3	Plxnb3
tuft1a	Tuft1
mir1-1	Mir1a-1
psmg3	Psmg3
plxnc1	Plxnc1
col11a2	Col11a2
LYPD1	Lypd1
gpr39	Gpr39
klhl18	Klhl18
gpatch8	Gpatch8
syt11b	Syt11
fgf11a	Fgf11
kctd9b	Kctd9
OGDH	Ogdh
atp11a	Atp11a
zgc:153615	Schip1
si:cabz01070274.1	Ltbp4
sox10a	Sox10
rnaseh2a	Rnaseh2a
mast1a	Mast1
mef2aa	Mef2a
srsf9	Srsf9
mrpl24	Mrpl24
hdgf	Hdgf
nsfb	Nsf
ppp2r2d	Ppp2r2d
GPX2	Gpx2
chst10	Chst10
RNF223	Rnf223
l2hgdh	L2hgdh
znf207b	Zfp207
ppm1f	Ppm1f
RIC1	Ric1
gpr26	Gpr26
kif20a	Kif20a
ikzf5	Ikzf5
oclnb	Ocln
si:ch211-210b2.2	Tcaf2
si:ch211-210b2.2	Tcaf1
si:ch211-210b2.2	Tcaf3
amdhd1	Amdhd1
TATDN3	Tatdn3
eif4e2	Eif4e2
itfg2	Itfg2
cacna2d2b	Cacna2d2
copz1	Copz1
pmpca	Pmpca
igf1	Igf1
FAIM2	Faim2
mala.2	Mal
MID1	Mid1
dnaja	Dnaja4
fam20a	Fam20a
zgc:152774	Morc4
asic2	Asic2
slc30a7	Slc30a7
ryr2b	Ryr2
acvr1ba	Acvr1b
zranb3	Zranb3
sirt6	Sirt6
adck5	Adck5
galnt15	Galnt15
dnajc24	Dnajc24
tmem101	Tmem101
nol9	Nol9
kcnk9	Kcnk9
ppm1ka	Ppm1k
ube3b	Ube3b
aldh3b4	Aldh3a1
aldh3b4	Aldh3b1
gtf3c5	Gtf3c5
chid1	Chid1
tex264a	Tex264
clgn	Clgn
bxdc2	Brix1
CHST13	Chst13
zbtb10	Zbtb10
ptgfr	Ptgfr
ctif	Ctif
rbm14b	Rbm14
slc44a5b	Slc44a5
osbpl3b	Osbpl3
necab1	Necab1
hapln2	Hapln2
actr3b	Actr3b
gatad1	Gatad1
nub1	Nub1
zic3	Zic3
mettl6	Mettl6
selenom	Selenom
ccn2a	Ccn2
slc8a1b	Slc8a1
cacna1bb	Cacna1b
gna13b	Gna13
pold1	Pold1
dclre1b	Dclre1b
sh2d1ab	Sh2d1a
utp11	Utp11
ndrg4	Ndrg4
pum2	Pum2
esrrga	Esrrg
laptm4a	Laptm4a
mark1	Mark1
slx4ip	Slx4ip
slc7a7	Slc7a7
KCNG3	Kcng3
DPP9	Dpp9
ptprea	Ptpre
slc41a2a	Slc41a2
arhgap29b	Arhgap29
ctrl	Prss38
ctrl	Ctrl
chmp4c	Chmp4c
apoc2	Apoc2
frem3	Frem3
ola-mir-103-1	Mir103-2
ola-mir-103-1	Mir103-1
prrc2c	Prrc2c
gpc2	Gpc2
arhgef15b	Arhgef15
trak1a	Trak1
erlin2	Erlin2
hkdc1	Hkdc1
gkap1	Gkap1
gsk3ba	Gsk3b
grik1b	Grik1
ctdsplb	Ctdspl
coa5	Coa5
pus3	Pus3
STT3B	Stt3b
emilin2a	Emilin2
rad21a	Rad21
col6a2	Col6a2
tnip1	Tnip1
sp2	Sp2
sxph	Srprb
sxph	Trf
MOK	Mok
TOM1L2	Tom1l2
prrg4	Prrg4
ddc	Ddc
atp6v0b	Atp6v0b
mir23a-3	Mir23a
p2rx1	P2rx1
FGD6	Fgd6
sf1	Sf1
agbl5	Agbl5
flt4	Flt4
bag2	Bag2
si:ch211-165i18.2	Endod1
klf5b	Zfp352
klf5b	Klf14
klf5b	Klf17
gstcd	Gstcd
GRIA3	Gria3
hmgcll1	Hmgcll1
rnf6	Rnf6
tet2	Tet2
arhgef17	Arhgef17
wasf3b	Wasf3
gtf3ab	Gtf3a
sntg2	Sntg2
plcxd3	Plcxd3
elovl5	Elovl5
zyg11l	Zyg11b
zyg11l	Zyg11a
tmem204	Tmem204
SEPTIN7	Septin7
glb1	Glb1
carmil1	Carmil1
fggy	Fggy
higd1a	Higd1a
gjc2	Gjc2
ptp4a2a	Ptp4a2
vars1	Vars1
slco2a1	Slco2a1
lhfpl2a	Lhfpl2
mpz	Mpz
ambra1b	Ambra1
recql	Recql
frmpd3	Frmpd3
APBB1IP	Apbb1ip
dera	Dera
dnm1l	Dnm1l
snrpc	Snrpc
nudt21	Nudt21
si:ch211-212d10.1	Mcpt9
si:ch211-212d10.1	Mcpt4
si:ch211-212d10.1	Gzmb
si:ch211-212d10.1	Cma2
si:ch211-212d10.1	Mcpt1
si:ch211-212d10.1	Gzme
si:ch211-212d10.1	Mcpt8
si:ch211-212d10.1	Gzmc
si:ch211-212d10.1	Cma1
si:ch211-212d10.1	Gzmg
si:ch211-212d10.1	Mcpt2
si:ch211-212d10.1	Gzmn
si:ch211-212d10.1	Gzmf
si:ch211-212d10.1	Gzmd
si:ch211-212d10.1	Ctsg
ENO2	Eno2
mcm8	Mcm8
hey2	Hey2
lck	Blk
piwil1	Piwil1
ADAM23	Adam23
RFX7	Rfx7
c1r	Prrg2
prkra	Prkra
rpl7	Rpl7
mrpl51	Mrpl51
FABP6	Fabp6
fgf8b	Fgf8
tmem79	Tmem79
egr1	Egr4
nfe2l2a	Nfe2l2
sntg1	Sntg1
ola-mir-31	Mir31
cutc	Cutc
prkd1	Prkd1
nr2f6a	Nr2f6
babam1	Babam1
ash2l	Ash2l
mpv17	Mpv17
tom1	Tom1
uts1	Ucn
thoc6	Thoc6
st3gal3b	St3gal3
nova2	Nova1
large2	Large2
pdyn	Pdyn
ephb2a	Ephb2
fam43a	Fam43a
rpgra	Rpgr
eef1b2	Eef1b2
EPHB3	Ephb3
PAFAH1B1	Pafah1b1
camsap2a	Camsap2
tmem41b	Tmem41b
ube4a	Ube4a
samd1a	Samd1
polg	Polg
miip	Miip
adgrl2a	Adgrl2
farp1	Farp1
prkd2	Prkd2
tusc2a	Tusc2
ccdc102a	Ccdc102a
tle2b	Tle2
tle2b	Tle7
spi1b	Spi1
actmap	Actmap
lamtor4	Lamtor4
chsy1	Chsy1
dhx57	Dhx57
smdt1a	Smdt1
ndufa3	Ndufa3
seh1l	Seh1l
ywhabb	Ywhab
phldb2b	Phldb2
MARK1	Mark1
elovl1b	Elovl1
AQP4	Aqp4
tmem198a	Tmem198b
tmem198a	Tmem198
oxr1b	Oxr1
ifng1	Ifng
strap	Strap
EEF1AKMT3	Eef1akmt3
gmcl1	Gmcl1
Gb	Hbb-y
zmiz1a	Zmiz1
dpy19l3	Dpy19l3
rnf121	Rnf121
smug1	Smug1
wnt7bb	Wnt7b
rad51c	Rad51c
mink1	Mink1
elovl1a	Elovl1
fbxw11a	Fbxw11
brd2a	Brd2
cox7c	Cox7c
gata5	Gata5
slc16a5a	Slc16a5
dpagt1	Dpagt1
CHST12	Chst12
gopc	Gopc
cpn1	Cpn1
lingo1a	Lingo1
atf4b	Atf4
panx3	Panx3
tnfrsf21	Tnfrsf21
las1l	Las1l
ankmy2a	Ankmy2
faxcb	Faxc
spcs2	Spcs2
creb3l2	Creb3l2
znf385c	Zfp385c
tdg.2	Tdg
gulp1a	Gulp1
rock2a	Rock2
oxa1l	Oxa1l
mtmr14	Mtmr14
neo1a	Neo1
eif2ak3	Eif2ak3
DLK1	Dlk1
ubr2	Ubr2
ar-alpha	Ar
fgfr3	Fgfr3
lrrc10	Lrrc10
sccpdha.2	Sccpdh
pum1	Pum1
vmn2r1	Vmn2r3
vmn2r1	Vmn2r128
vmn2r1	Vmn2r2
vmn2r1	Vmn2r4
vmn2r1	Vmn2r7
vmn2r1	Vmn2r5
vmn2r1	Vmn2r1
vmn2r1	Vmn2r6
gna14a	Gna14
galnt2	Galnt2
bmpr1ba	Bmpr1b
alx4b	Alx4
bcl6ab	Bcl6
atp8a1	Atp8a1
pik3cd	Pik3cd
mtmr3	Mtmr3
eif1axb	Eif1ad14
eif1axb	Eif1ad18
eif1axb	Eif1ad17
eif1axb	Eif1ad8
eif1axb	Eif1ad16
eif1axb	Eif1a
eif1axb	Eif1ad6
eif1axb	Eif1ad13
eif1axb	Eif1ax
eif1axb	Eif1ad11
eif1axb	Eif1ad7
eif1axb	Eif1ad19
eif1axb	Eif1ad3
eif1axb	Eif1ad12
eif1axb	Eif1ad2
eif1axb	Eif1ad15
eif1axb	Eif1ad4
eif1axb	Eif1ad10
si:dkey-29p10.4	Trim41
si:dkey-29p10.4	Trim52
nfkbie	Nfkbie
mrpl32	Mrpl32
rhoua	Rhou
fabp7a	Fabp7
auts2a	Auts2
hmx1	Hmx1
kif6	Kif6
klhl38b	Klhl38
cdh13	Cdh13
ZNHIT6	Znhit6
SLC7A1	Slc7a1
dcp1b	Dcp1b
mpl	Il9r
mpl	Mpl
TMEM125	Tmem125
zpd	Zpld2
uqcc2	Uqcc2
gnb1l	Gnb1l
CLSPN	Clspn
htra1b	Htra1
atp6v1h	Atp6v1h
rab30	Rab30
rai1	Rai1
STAC2	Stac2
phox2a	Phox2a
hsp90aa1.2	Hsp90aa1
cltb	Cltb
exo1	Exo1
txndc12	Txndc12
chmp1a	Chmp1a
cd79a	Cd79a
ccdc191	Ccdc191
ctsl.1	Ctsw
ctsl.1	Ctsf
ccdc85cb	Ccdc85c
narfl	Ciao3
mier1b	Mier1
oard1	Oard1
cnmd	Cnmd
SNORD46	Gm26330
crybb2	Crybb2
erbin	Erbin
c9h12orf43	2210016L21Rik
f7l	F7
si:dkey-28b4.8	Atp13a5
si:dkey-28b4.8	Atp2b2
si:dkey-28b4.8	Atp1a4
SMURF2	Smurf2
SFMBT1	Sfmbt1
supt4h1	Supt4a
c7a	C7
sbk1	Sbk1
anpepb.2	Anpep
mgst3a	Mgst3
asns	Asns
fgf14	Fgf14
gzf1	Gzf1
cldn11a	Cldn11
fadd	Fadd
cep20	Cep20
gpha2	Gpha2
prxl2c	Prxl2c
rhcga	Rhcg
kirrel1b	Kirrel1
scamp1	Scamp1
sbno2b	Sbno2
CABIN1	Cabin1
znf384b	Zfp384
syf2	Syf2
lig1	Lig1
hhex	Hhex
lrrtm1	Lrrtm1
dscc1	Dscc1
gask1b	Gask1b
gdap1	Gdap1
stk10	Stk10
etnppl	Etnppl
tpd52l1	Tpd52l1
cnih4	Cnih4
evx2	Evx2
tgm2b	Tgm2
FADS6	Fads6
slc15a2	Slc15a2
ano8b	Ano8
dcp1a	Dcp1a
MED15	Med15
mapk9	Mapk9
pax3b	Pax3
KCNIP4	Kcnip4
epha4a	Epha4
msh3	Msh3
SYNPO2	Synpo2
ripk2	Ripk2
USP53	Usp53
abl2	Abl2
rapgef4a	Rapgef4
galnt17	Galnt17
scfd1	Scfd1
tiam2a	Tiam2
pgm3	Pgm3
crybb1	Crybb1
coq8b	Coq8b
ccnc	Ccnc
cdc42ep3	Cdc42ep3
ptf1a	Ptf1a
smim14	Smim14
otop2	Otop2
kcna2a	Kcna2
zgc:112148	Tvp23b
trpv6	Trpv6
hmgxb3	Hmgxb3
elavl4	Elavl4
nrn1la	Nrn1l
TMC6	Tmc6
PCBD2	Pcbd2
CNNM3	Cnnm3
gpatch2	Gpatch2
gdi2	Gdi2
ccdc3b	Ccdc3
lpin1b	Lpin1
HSH2D	Hsh2d
MAFG	Mafg
pagr1	Gm42742
pagr1	Pagr1a
nono	Nono
aldh5a1	Aldh5a1
slc6a1a	Slc6a1
crispld2	Crispld2
cdk14	Cdk14
kif22	Kif22
vgll4a	Vgll4
alox5b.1	Alox5
camk1b	Camk1
pax5	Pax5
arhgap44a	Arhgap44
macroh2a1	Macroh2a1
shisal1b	Shisal1
sec14l7	Sec14l4
sec14l7	Sec14l2
sec14l7	Sec14l3
vps53	Vps53
tcf20	Tcf20
tcf20	Zfp957
prrt2	Prrt2
rflnb	Rflnb
rbm18	Rbm18
ppm1nb	Ppm1m
ppm1nb	Ppm1j
ppm1nb	Ppm1n
slc25a16	Slc25a16
5S_rRNA	Gm54920
5S_rRNA	Gm54375
eya2	Eya2
gnl3	Gnl3
pts	Pts
net1	Net1
dus4l	Dus4l
mkln1	Mkln1
cpne7	Cpne7
PGPEP1	Pgpep1
podxl	Podxl
shisa6	Shisa6
klhdc4	Klhdc4
larp1	Larp1
lsm4	Lsm4
npb	Npw
npb	Npb
DMRTA1	Dmrta1
per3	Per3
mrps28	Mrps28
dnajb13	Dnajb13
JUND	Jund
sgsh	Sgsh
nfybb	Nfyb
socs4	Socs4
slc7a5	Slc7a5
borcs6	Borcs6
tmem65	Tmem65
HNRNPUL1	Hnrnpul1
ca5a	Car5b
MYOCD	Myocd
RAB3A	Rab3a
gmeb2	Gmeb2
aurka	Aurka
tipin	Tipin
XK	Xk
dnase2b	Dnase2b
samm50l	Samm50
cerk	Cerk
arxa	Arx
si:ch211-161c3.5	6430571L13Rik
ap3d1	Ap3d1
ano5b	Ano5
mrps25	Mrps25
nr2c2	Nr2c2
haus8	Haus8
dennd6b	Dennd6b
AHCYL2	Ahcyl2
bend7	Bend7
FUT4	Fut4
aldh8a1	Aldh8a1
nnt	Nnt
sppl3	Sppl3
pkp3b	Pkp3
PI4KA	Pi4ka
prdm5	Prdm5
atg14	Atg14
polr3c	Polr3c
H2BC14	H2bc26
H2BC14	H2bc22
H2BC14	H2bc27
H2BC14	H2bc21
plbd1a	Plbd1
PSPN	Pspn
itga2.2	Itga2
dlg5a	Dlg5
nrip1b	Nrip1
cyfip1	Cyfip1
tfa	Ltf
mir125b-3	Mir125a
dclre1c	Dclre1c
VSNL1	Vsnl1
eed	Eed
slc8a2a	Slc8a2
shc1	Shc1
ccdc3a	Ccdc3
si:ch211-284e13.4	Irs3
cyp7a1	Cyp7a1
ppp1r14d	Ppp1r14d
kdm2bb	Kdm2b
orai1b	Orai1
garem	Garem1
itih2	Itih2
akt1	Akt1
tmem120b	Tmem120b
mpst	Tst
arl8a	Arl8a
utp20	Utp20
cacng6a	Cacng6
cryaa	Cryaa
wnt3	Wnt3
meox1	Meox1
lrch2	Lrch2
mcm9	Mcm9
fbxo28	Fbxo28
dmac2l	Dmac2l
ydjc	Ydjc
maml1	Maml1
csmd2	Cr2
ace	Ace3
cpox	Cpox
kcnt1b	Kcnt1
tmem237a	Tmem237
depdc1b	Depdc1b
nexn	Nexn
pepd	Pepd
MDGA2	Mdga2
nup37	Nup37
hoxc5a	Hoxc5
hdac8	Hdac8
MSL3	Msl3l2
MSL3	Msl3
nudc	Nudc
ppargc1b	Ppargc1b
bbln	Bbln
lrrc61	Lrrc61
ugp2a	Ugp2
BBOF1	Bbof1
arhgap32a	Arhgap32
FZR1	Fzr1
mmd2b	Mmd2
WDR7	Wdr7
b4galnt1b	B4galnt1
ino80c	Ino80c
astn2	Astn2
ankrd33ab	Ankrd33
shprh	Shprh
si:dkey-78k11.9	Npsr1
nkx1.2lb	Nkx1-1
tbc1d5	Tbc1d5
emc4	Emc4
ttc19	Ttc19
mfsd13a	Mfsd13a
emx1	Emx1
hmgn6	Hmgn1
hmgn6	Hmgn3
loxl3b	Loxl3
GALNT10	Galnt10
pspc1	Pspc1
tmem97	Tmem97
wapla	Wapl
vcpip1	Vcpip1
zfp64	Zfp64
rpa1	Rpa1
klf8	Klf8
zmp:0000000662	Dzip3
urahb	Urah
rab7a	Rab7
itpr1b	Itpr1
pfdn6	Pfdn6
cspg5a	Cspg5
tmem71	Tmem71
rad51ap1	Rad51ap1
nenf	Nenf
magoh	Magohb
pacc1	Pacc1
nfil3	Nfil3
adss2	Adss2
tbc1d10b	Tbc1d10b
timmdc1	Timmdc1
slc43a3a	Slc43a3
usp50	Usp50
armc5	Armc5
slc25a12	Slc25a12
b3gat1a	B3gat1
si:ch211-176g13.8	Fchsd2
trmt1l	Trmt1l
kif19	Kif19a
six4a	Six4
six4a	Six5
C18orf32	BC031181
hebp2	Hebp2
spinb	Spin2h
spinb	Gm21394
spinb	Spin2f
spinb	Gm20826
spinb	Gm20777
spinb	Gm21812
spinb	Gm20815
spinb	Gm20822
spinb	Gm20816
spinb	Spin2-ps2
spinb	Gm21719
spinb	Gm20823
spinb	Gm20821
spinb	Gm20865
spinb	Gm20807
spinb	Spin2g
spinb	Spin2c
spinb	Spin4
spinb	Gm21943
spinb	Spin2-ps8
spinb	Spin2i
spinb	Spin1
spinb	Gm29049
spinb	Gm21874
spinb	Spin2j
spinb	Gm20830
spinb	Gm20773
spinb	Gm28171
spinb	Gm20772
spinb	Gm20737
spinb	Gm46683
spinb	Gm21425
spinb	Gm20917
spinb	Gm20795
spinb	Gm20747
spinb	Gm20834
spinb	Spin2d
spinb	Gm20867
spinb	Gm20828
spinb	Gm21778
spinb	Ssty1
spinb	Gm21854
spinb	Spin2e
spinb	Gm20825
spinb	Gm20914
spinb	Spin2-ps9
spinb	Gm20809
spinb	Spin2-ps10
spinb	Gm21440
spinb	Gm21118
spinb	Gm20812
spinb	Spin2-ps4
spinb	Gm21310
spinb	Spin2-ps7
spinb	Gm20854
spinb	Gm20909
spinb	Gm21244
spinb	Spin2-ps1
spinb	Gm20806
spinb	Gm20831
spinb	Gm21454
spinb	Ssty2
spinb	Gm29424
spinb	Gm20873
spinb	Gm21721
spinb	Gm20918
spinb	Gm21292
spinb	Gm20852
spinb	Gm20877
spinb	Gm20924
spinb	Gm14332
spinb	Gm20738
dmxl2	Dmxl2
rbp1.1	Rbp1
si:dkey-31g6.6	Gm525
abcd3a	Abcd3
