marchf1	36951
fbxw5	FBXW5
fbxw7	FBXW7
LOC107376820	FBXW7
fbxw8	FBXW8
fbxw9	FBXW9
fcer1g	CD247
fcf1	FCF1
fcho1	FCHO1
fcho2	FCHO2
LOC107387117	FCHSD2
fdft1	FDFT1
fdps	FDPS
LOC107381009	FDX1
fdx2	FDX2
LOC107386376,LOC139061476	FDXACB1
fdxr	FDXR
fech	FECH
fem1a	FEM1A
fem1b	FEM1B
fem1c	FEM1C
fer	FER
fer1l6	FER1L6
fermt1	FERMT1
fermt2	FERMT2
fermt3b	FERMT1
LOC107393029	FETUB
LOC107393030	FETUB
fez1	FEZ1
fez2b	FEZ2
fez2a	FEZ2
fezf1	FEZF1
fezf2	FEZF2
LOC107394891	FFAR1
LOC107394914	FFAR2
fga	FGA
fgb	FGB
fgd	FGD3
fgd1	FGD1
fgd4a	FGD4
fgd5a	FGD5
fgd5b	FGD5
fgd6	FGD6
LOC107388588	FGD6
LOC107372696	FGF10
fgf10b	FGF10
fgf11b	FGF11
fgf12a	FGF12
fgf13a	FGF13
fgf16	FGF16
fgf17	FGF17
fgf19	FGF19
fgf1a	FGF1
LOC107386707	FGF1
fgf2	FGF2
fgf20a	FGF20
fgf20b	FGF20
fgf23	FGF23
fgf3	FGF3
LOC107387436	FGF4
fgf5	FGF5
LOC107389324	FGF6
fgf7	FGF7
fgf8a	FGF17
fgf8b	FGF17
fgfbp1b	FGFBP1
fgfbp2a	FGFBP2
LOC107374347	FGFBP2
fgfbp3	FGFBP3
fgfr1b	FGFR1
fgfr1a	FGFR1
cep43	FGFR1OP
fgfr1op2	FGFR1OP2
fgfr2	FGFR2
fgfr3	FGFR3
fgfr4	FGFR4
LOC107392322	FGFRL1
fgg	FGG
fggy	FGGY
fgl1	FGL1
fgl2a	FGL2
fh	FH
fhdc1	FHDC1
fhdc2	FHDC1
LOC107376813	FHDC1
fhl1a	FHL1
LOC107386729	FHL1
fhl2a	FHL2
LOC107377195	FHL2
fhl3a	FHL3
fhl5	FHL5
fhod1	FHOD3
fhod3b	FHOD3
fhod3a	FHOD3
fibcd1b	FIBCD1
fibina	FIBIN
fibinb	FIBIN
fibpa	FIBP
ficd	FICD
fig4a	FIG4
vegfd	VEGFD
figla	FIGLA
fign	FIGN
LOC107380960	FIGN
fignl1	FIGNL1
LOC139063246	FILIP1
LOC107392563	FILIP1
filip1l	FILIP1L
LOC107389758	FILIP1L
fip1l1b	FIP1L1
fis1	FIS1
fitm1l	FITM2
fitm1	FITM2
fitm2	FITM2
LOC107395922	ZNF594
fjx1	FJX1
fkbp10a	FKBP10
fkbp10b	FKBP10
fkbp11	FKBP11
fkbp14	FKBP14
LOC107383354	FKBP14
fkbp2	FKBP11
fkbp3	FKBP3
fkbp4	FKBP4
fkbp5	FKBP5
fkbp6	FKBP6
fkbp7	FKBP7
fkbp8	FKBP8
fkbp9	FKBP9
LOC139062750	FKBP9
fkbpl	FKBPL
fkrp	FKRP
fktn	FKTN
flad1	FLAD1
fli1	FLI1
flii	FLII
flna	FLNA
flnbl	FLNB
LOC107387851	FLNC
flot1a	FLOT2
flot1b	FLOT2
LOC107387057	FLOT2
ift70	TTC30A
flrt1a	FLRT3
flrt1b	FLRT3
flrt2	FLRT2
flrt3	FLRT3
flt1	FLT1
flt3	FLT3
flt4	FLT4
flvcr1	FLVCR1
flvcr2a	FLVCR2
flvcr2b	FLVCR2
fmn1	FMN1
LOC107392450	FMN1
fmn2a	FMN2
LOC107395618	FMN2
fmnl1a	FMNL1
fmnl1b	FMNL2
fmnl2a	FMNL2
LOC107380841	FMNL2
fmnl3	FMNL2
fmoda	FMOD
fmodb	FMOD
fmr1	FMR1
fn1a	FN1
fn1b	FN1
fn3krp	FN3K
fnbp1a	FNBP1
fnbp1b	FNBP1
fnbp1l	FNBP1L
fnbp4	FNBP4
fndc1	FNDC1
fndc3a	FNDC3A
fndc3ba	FNDC3B
fndc4a	FNDC4
fndc5a	FNDC5
fndc7a	FNDC7
LOC107384079	FNDC7
LOC107392962	FNDC7
LOC107396190	FNDC9
fnip1	FNIP1
fnta	FNTA
fntb	FNTB
focad	FOCAD
naalad2	FOLH1
folr	FOLR2
cep20	FOPNL
LOC107377523	FOS
fosb	FOSB
fosl1a	FOSL1
fosl2	FOSL2
foxa2	FOXA2
foxa3	FOXA3
LOC139071838	FOXB1
foxb2	FOXB2
foxc1a	FOXC1
LOC107393066	FOXC1
foxd1	FOXD1
foxd3	FOXD3
foxd5	FOXD4L5
foxe1	FOXE1
foxf1	FOXF1
foxg1a	FOXG1
foxg1c	FOXG1
foxh1	FOXH1
foxi1	FOXI1
foxi3b	FOXI2
foxi2	FOXI2
foxj1a	FOXJ1
foxj2	FOXJ2
foxj3	FOXJ3
LOC107390712	FOXJ3
foxk1	FOXK2
foxk2b	FOXK2
foxl1	FOXL1
foxl2a	FOXL2
foxm1	FOXM1
foxn1	FOXN1
foxn2a	FOXN2
foxn4	FOXN4
LOC107386483	FOXO1
foxo1a	FOXO1
foxo3a	FOXO3
foxo3b	FOXO3
foxo4	FOXO3
LOC107379380	FOXO6
foxo6b	FOXO6
foxp1b	FOXP1
foxp2	FOXP2
LOC107388405	FOXP2
foxp4	FOXP4
foxq1a	FOXQ1
foxq1b	FOXQ1
foxr1	FOXR2
foxred1	FOXRED1
foxred2	FOXRED2
sec14l7	SEC14L2
col26a1	COL26A1
asb14a	ASB14
LOC107374684	S1PR3
LOC107374685	ZBTB7C
cltb	CLTB
LOC107384320	MPP7
gpaa1	GPAA1
tbc1d30	TBC1D30
LOC107374676	ITPKC
slc8b1	SLC8B1
tcof1	TCOF1
LOC107383924	DSG3
LOC107377412	CAAP1
LOC107383111	GABRR3
mcoln3a	MCOLN3
LOC107376263	ANKFN1
baiap2l1a	BAIAP2L1
fpgs	FPGS
fpgt	TNNI3K
fra10ac1	FRA10AC1
fras1	FRAS1
frem1a	FREM1
frem3	FREM3
frg1	FRG1
zgc:172136	FRMD1
LOC107387590	FRMD1
frmd3	FRMD3
frmd4a	FRMD4A
frmd4bb	FRMD4B
LOC107372455	FRMD4B
frmd4ba	FRMD4B
LOC107381543	FRMD5
LOC107388792	FRMD5
frmd6	FRMD6
LOC107376778	FRMD7
frmd8	KRIT1
frmpd1b	FRMPD1
LOC107390064	FRMPD1
frmpd3	FRMPD3
LOC107381069	FRMPD4
LOC107379748	FRRS1L
LOC107389096	FRS2
frya	FRY
fryb	FRY
fryl	FRYL
LOC107389941	FSCN1
LOC107376447	FSCN2
fscn2b	FSCN2
fsd1	FSD1
fsd1l	FSD1L
LOC107381698	FSD2
fshr	FSHR
fsip1	FSIP1
fsta	FST
LOC129166860	FSTL1
fstl1b	FSTL1
fstl3	FSTL3
fstl4	FSTL4
fstl5	FSTL5
ftcd	FTCD
fth1a,fth1b	FTL
LOC107376143,LOC107376198,LOC107389505,LOC107389506	FTL
fto	FTO
ftr14l	TRIM29
ftr67	TRIM29
LOC107383804	TRIM29
ftr82	TRIM29
ftr83	TRIM29
ftsj3	FTSJ3
ftsj1	FTSJ1
cmtr2	CMTR2
cmtr1	CMTR1
fubp1	FUBP1
fubp3	FUBP3
LOC107383333	FUCA1
fuca2	FUCA2
fcsk	FUK
fundc1	FUNDC2
LOC107381077	FUNDC1
fuom	FUOM
furina	FURIN
furinb	FURIN
fus	TAF15
fut11	FUT11
LOC107397323	FUT9
LOC107397307	FUT9
fut8b	FUT8
LOC107392154	FUT9
LOC107392156	FUT9
fuz	FUZ
fxr1	FXR1
fxr2	FXR1
LOC107378962	FXYD1
LOC107378663	FXYD2
fyb1b	FYB
fyco1a	FYCO1
fyco1b	FYCO1
fyna	FYN
LOC107396024	FYN
frk	FRK
LOC107395072	FYTTD1
fzd1	FZD1
fzd10	FZD10
LOC107378452	FZD2
fzd3b	FZD3
fzd4	FZD4
fzd5	FZD8
fzd6	FZD6
fzd8a	FZD8
LOC107383432	FZD8
fzd9b	FZD9
fzr1a	FZR1
g0s2	G0S2
g2e3	G2E3
g3bp1	G3BP1
g3bp2a	G3BP2
LOC107390053	G6PC2
g6pc3	G6PC3
g6pc1a.1	G6PC
g6pc1a.2	G6PC
g6pd	G6PD
LOC107390851	G6PD
gaa	GAA
gab1	GAB1
gab2	GAB4
gab3	GAB3
gabarapb	GABARAP
gabbr1a	GABBR2
gabpa	GABPA
gabpb2a	GABPB1
gabra1	GABRA1
gabra2a	GABRA2
gabra3	GABRA3
gabra4	GABRA4
gabra5	GABRA5
LOC107381055	GABRA5
gabra6a	GABRA6
gabra6b	GABRA6
gabrb1	GABRB1
LOC107386783	GABRB2
gabrb3	GABRB3
LOC107381054	GABRB3
gabrd	GABRD
gabrg1	GABRG1
gabrg2	GABRG2
LOC107373833	GABRG3
LOC107396560	GABRG3
LOC107395993	GABRR2
LOC107392250	GABRR2
LOC107390031	GAD1
gad2	GAD2
gadd45aa	GADD45A
gadd45ab	GADD45A
LOC107393104	GADD45B
LOC107392101	GADD45B
gadd45ga	GADD45G
LOC107375027	GADD45G
gadd45gip1	GADD45GIP1
LOC107372381	GADL1
gak	GAK
gal3st1a	GAL3ST1
gal3st1b	GAL3ST1
gal3st4	GAL3ST4
galm	GALM
galns	GALNS
galnt1	GALNT1
galnt11	GALNTL5
galnt12	GALNT12
galnt13	GALNT13
galnt14	GALNT14
galnt18a	GALNT18
galnt18b	GALNT18
galnt2	GALNT2
galnt3	GALNT3
LOC107390089	GALNT5
galnt6	GALNT6
galnt7	GALNT7
LOC107389340	GALNT8
LOC107389342	GALNT8
LOC107386222	GALNT8
galnt9	WBSCR17
LOC107373077	GALR1
galr1a	GALR1
LOC107387284	GALR2
gamt	GAMT
ganabb	GANC
ganc	GANC
gapdh	GAPDH
LOC107394829	GAPDH
gapdhs	GAPDHS
gapvd1	GAPVD1
gar1	GAR1
garem	GAREM1
gareml	GAREM2
garnl3	GARNL3
gars1	GARS
gart	GART
gas1a	GAS1
gas1b	GAS1
LOC107388652	GAS2
gas2l1	GAS2L1
gas2l3	GAS2L3
gas6	GAS6
gas7a	GAS7
gata1a	GATA1
gata2a	GATA2
gata3	GATA3
LOC107391484	GATA2
gata4	GATA4
gata5	GATA5
gata6	GATA6
gatad1	GATAD1
gatad2ab	GATAD2A
LOC107384091	GATAD2A
gatad2b	GATAD2B
gatc	GATC
gatm	GATM
castor2	GATS
castor1	GATSL3
gba1	GBA
gba2	GBA2
LOC107378371,LOC107378374,LOC107378376,LOC107378378,LOC107388129	HBG1
LOC107378266,LOC107378369	HBG1
LOC107386882	GBAS
LOC107378370,LOC107378375,LOC107378593,hbbe2	HBG1
gbe1b	GBE1
LOC107381863	ABO
LOC107381862	ABO
LOC107390254	ABO
gbx1	GBX2
gbx2	GBX2
gucy2d	GUCY2F
gca	GCA
gcat	ALAS2
gcc1	GCC1
LOC107374501	GCC2
gcdhb	GCDH
gcfc2	GCFC2
LOC107380964	GCG
gcgb	GCG
gcgra	GCGR
gcgrb	GCGR
gch1	GCH1
gchfr	GCHFR
gck	GCK
gckr	GCKR
gclc	GCLC
gclm	GCLM
gcn1	GCN1
LOC107394005,LOC107394006,LOC107394008	GCNT1
LOC107374825	GCNT4
gcnt7	GCNT7
LOC107388859	GCSH
gda	GDA
gdap1	GDAP1
gdap1l1	GDAP1L1
gdap2	GDAP2
gde1	GDE1
gdf10a	GDF10
LOC107388206	GDF10
gdf11	GDF11
gdf2	GDF2
gdf5	GDF5
gdf6a	GDF6
gdf9	GDF9
gdi1	GDI1
gdi2	GDI2
LOC107394023	GDNF
gdnfa	GDNF
gdpd1	GDPD1
gdpd2	GDPD2
gdpd3a	GDPD1
gdpgp1	GDPGP1
gem	GEM
gemin2	GEMIN2
gemin4	GEMIN4
gemin5	GEMIN5
gemin6	GEMIN6
gemin7	GEMIN7
gemin8	GEMIN8
LOC139062194	GEN1
get4	GET4
gfap	GFAP
gfer	GFER
gfi1aa	GFI1
gfi1ab	GFI1
gfi1b	GFI1B
LOC139070771	EVI5L
gfm1	GFM1
gfm2	GFM2
gfod1	GFOD1
gfod2	GFOD2
gfpt2	GFPT2
gfra1b	GFRA1
LOC107393789	GFRA2
gfra2b	GFRA2
gfra3	GFRA3
LOC107387210	GFRA3
LOC107392906	GGA2
LOC107376303	GGA1
LOC107389092	GGA2
LOC129166985	GGA2
gga3a	GGA3
LOC107380850	GGACT
LOC107397248	GGCT
LOC107397246	GGCT
ggcx	GGCX
ggh	GGH
ggnbp2	GGNBP2
ggps1	GGPS1
ggt1b	GGTLC3
ggt5b	GGT5
LOC107393590	GGT5
LOC107391026	GGT7
LOC107385872	GGT7
gh1	GH1
ghdc	GHDC
ghitm	GHITM
ghra	GHR
ghrb	GHR
ghrhrl	GHRHR
ghsra	GHSR
LOC107388147	GID4
noxo1a	GID4
LOC107391054	GID8
LOC107391203	GID8
gigyf2	GIGYF2
gigyf1a	GIGYF1
LOC139062023	SCAND1
LOC129164928	SCAND1
gins1	GINS1
gins2	GINS2
gins3	GINS3
gins4	GINS4
gipc1	GIPC1
gipc2	GIPC2
gipc3	GIPC3
git2a	GIT2
git2b	GIT2
gja3	GJA3
LOC107381033	GJA3
LOC107389903	GJA8
gjc1	GJC1
LOC107387864	GJC1
gjd2b	GJD2
LOC107388097	GJD3
gjd4	GJD4
LOC107377249	GK2
gk5	GK5
gkap1	GKAP1
gla	GLA
glb1	GLB1
glb1l	GLB1L
glcci1a	GLCCI1
LOC107379184	GLCCI1
glceb	GLCE
gldc	GLDC
gle1	GLE1
LOC107381824	GLG1
gli1	GLI1
gli2a	GLI2
LOC107384568	GLI2
gli3	GLI3
glipr1a	GLIPR1
glipr2l	GLIPR2
LOC107383499	GLIS1
LOC107393251	GLIS1
LOC107389719	GLIS2
glmna	GLMN
glo1	GLO1
glod4	GLOD4
glod5	GLOD5
LOC129163014	GLP2R
glra1	GLRA1
glra2	GLRA2
glra3	GLRA3
glra4a	GLRA4
LOC107386581	GLRA4
glrbb	GLRB
glrx	GLRX2
glrx2	GLRX2
glrx3	GLRX3
glrx5	GLRX5
gls2a	GLS2
gls2b	GLS2
glsa	GLS
glsb	GLS
colgalt1a	COLGALT1
LOC107390497	COLGALT1
colgalt2b	COLGALT2
glt8d1	GLT8D1
glt8d2	GLT8D2
LOC107373718,gltpa	GLTP
cptp	CPTP
gltpd2b	GLTPD2
LOC107396733	GLTPD2
bicra	GLTSCR1
nop53	GLTSCR2
glud1b	GLUD2
glulb	GLUL
glula	GLUL
LOC107375127	GLUL
glyr1	GLYR1
gmcl1	GMCL1
gmds	GMDS
gmeb1	GMEB1
gmeb2	GMEB2
LOC107380113	GMFG
gmip	GMIP
gmnc	GMNC
gmnn	GMNN
gmppaa	GMPPA
gmppb	GMPPB
gmpr	GMPR
gmpr2	GMPR
gmps	GMPS
gna12a	GNA12
LOC107387703	GNA13
LOC107374740	GNA14
gna14a	GNA14
LOC107393185	GNA15
LOC107385728	GNAI2
LOC107383531	GNAL
LOC107385351	GNAL
LOC107396198,gnai3,gnao1b	GNAO1
LOC107374739,LOC139063643	GNAQ
gnat1,gnat2	GNAT1
gnaz	GNAZ
gnb1a,gnb1b,gnb2,gnb3a	GNB1
gnb1l	GNB1L
rack1	RACK1
gnb1a,gnb1b,gnb2,gnb3a	GNB3
gnb3b	GNB3
LOC107392687,gnb1a,gnb1b,gnb2,gnb3a	GNB1
gnb5a	GNB5
gnb5b	GNB5
gne	GNE
si:dkey-204f11.64	GNG10
LOC107383828,LOC107392718,gng10,gng7	GNG7
gng2	GNG2
gng8	GNG8
gnl1	LSG1
gnl2	GNL2
gnl3	GNL3
gnl3l	GNL3L
gnmt	GNMT
gnpat	GNPAT
LOC107391694	GNPDA2
gnpnat1	GNPNAT1
gnptab	GNPTAB
gnptg	GNPTG
gnrh3	GNRH1
golga1	GOLGA1
golga2	GOLGA8K
golga3	GOLGA3
golga4	GOLGA4
golga5	GOLGA5
golga7	GOLGA7
golga7ba	GOLGA7B
golga7bb	GOLGA7B
golgb1	GOLGB1
golim4a	GOLIM4
golm1	GOLM1
golph3a	GOLPH3
golt1ba,golt1bb	GOLT1B
gon4la	GON4L
gon4lb	GON4L
gopc	RP1-179P9.3
gorab	GORAB
gorasp1a	GORASP1
LOC107384302	GORASP2
LOC107390030	GORASP2
gosr1	GOSR1
gosr2	GOSR2
LOC107382402,got1	GOT1
got2b	GOT2
gp1bb	GP1BB
LOC139071451	GP5
LOC139071674	GPA33
LOC107381681	GPA33
LOC107389818	GPA33
gpam	GPAM
gpank1	GPANK1
gpat2	GPAT2
gpatch1	GPATCH1
gpatch11	GPATCH11
gpatch2	GPATCH2
LOC107392408	GPATCH2L
gpatch3	GPATCH3
gpatch4	GPATCH4
gpatch8	GPATCH8
LOC107380876	GPBAR1
gpbp1l1	GPBP1L1
gpc1b	GPC1
gpc1a	GPC1
gpc4	GPC4
gpc5a	GPC5
gpc6a	GPC6
gpc6b	GPC6
gpc2	GPC2
gpcpd1	GPCPD1
LOC107391211	GPD1
gpd1b	GPD1
gpd2	GPD2
gper1	GPER1
LOC129152196	GPER1
gpha2	GPHA2
gphb5	GPHB5
gphnb	GPHN
gpia	GPI
gpib	GPI
LOC107394260,gpm6aa	GPM6A
LOC107380868	GPM6B
gpm6bb	GPM6B
gpn1	GPN1
gpn2	GPN2
gpn3	GPN3
gpnmb	GPNMB
cmklr2	GPR1
gpr101	GPR101
LOC107389791	GPR108
adgrg4a	ADGRG4
LOC107386724	ADGRG4
adgrf3b	ADGRF3
LOC107393469	ADGRF2
LOC107393470	ADGRF2
LOC107378232	ADGRF2
gpr12	GPR12
LOC107372556	ADGRA1
adgra2	ADGRA2
adgra3	ADGRA3
adgrg6	ADGRG6
adgrg7.1	ADGRG7
gpr132b	GPR132
adgrd1	ADGRD1
gpr137	GPR137C
gpr137ba	GPR137B
gpr137c	GPR137C
gpr139	GPR139
gpr141	GPR141
gpr142	GPR142
gpr143	GPR143
adgrd2	ADGRD2
gpr146	GPR146
LOC107380055	GPR149
gpr151	GPR151
LOC107391891	GPR151
LOC107390696	GPR153
gpr155a	GPR155
gpr155b	GPR155
gpr156	GPR156
gpr157	GPR157
gpr158a	GPR158
LOC107384307	GPR158
gpr161b	GPR161
gpr17	GPR17
gpr171	GPR171
LOC107390513	GPR173
gpr176	GPR176
gpr18	GPR18
gpr180	GPR180
gpr182	GPR182
gpr183a	GPR183
gpr19	GPR19
LOC107395180	GPR20
LOC107372503	TARBP1
LOC139068954	GPR22
LOC107388599	GPR22
LOC107375976	GPR26
LOC107387797	GPR26
gpr3	GPR3
LOC107381074	GPR34
gpr37b	GPR37
gpr37l1b	GPR37L1
LOC107373875	GPR39
gpr4	GPR4
gpr45	GPR45
gpr52	TARBP1
LOC107383958	GPR55
gpr6	GPR3
gpr61	GPR61
LOC107385753	GPR61
gpr63	GPR63
LOC107386403	ADGRG2
gpr65	GPR65
LOC107391706	GPR68
gpr75	GPR75
gpr78a	GPR78
gpr78b	GPR78
gpr84	GPR84
gpr85	GPR85
si:ch73-390b10.2	GPR89A
adgrv1	ADGRV1
gprc5ba	GPRC5B
gprc5bb	GPRC5B
gprc5c	GPRC5C
LOC107376292	GPRC5C
LOC107395967	GPRC6A
LOC107373590	GPRIN1
gprin3b	GPRIN3
gps1	GPS1
gps2	GPS2
LOC107386202	GPSM1
gpsm1b	GPSM1
gpsm2	GPSM2
LOC107392951	GPSM2
LOC107379156	GPSM1
si:ch211-217a12.1	GPT
gpt	GPT
gpx4a	GPX4
LOC107384121	GPX4
gpx7	GPX7
gpx8	GPX8
gramd1a	GRAMD1A
gramd1bb	GRAMD1A
gramd1c	GRAMD1C
gramd2aa	GRAMD2
LOC107374858	GRAMD3
gramd2b	GRAMD3
gramd4a	GRAMD4
LOC107396067	GRAMD4
grap2a	GRAP2
grapa	GRAPL
LOC107388770	GRAPL
tamalin	GRASP
grb10b	COBL
LOC107383188	COBL
grb2b	GRB2
grb7	GRB7
greb1	GREB1
greb1l	GREB1L
grem2a	GREM2
grhl1	GRHL1
LOC107378874	GRHL1
grhl2b	GRHL2
grhl3	GRHL3
gria1a	GRIA1
gria1b	GRIA1
LOC107382442	GRIA2
gria2b	GRIA2
LOC107386524	GRIA3
LOC107394330	GRIA3
gria4a	GRIA4
gria4b	GRIA4
grid1a	GRID1
grid1b	GRID1
grid2	GRID2
grid2ipa	GRID2IP
grid2ipb	GRID2IP
LOC107380217	GRIK1
LOC107386956	GRIK1
grik2	GRIK2
grik3	GRIK3
grik5	GRIK4
LOC107394580	GRIK5
grin1a	GRIN1
grin2aa	GRIN2A
grin2ab	GRIN2A
grin2ba	GRIN2A
grin2bb	GRIN2A
LOC107387701	GRIN2C
grin2ca	GRIN2C
grin2da	GRIN2C
LOC107379570	GRIN2C
grin3a	GRIN3A
grin3ba	GRIN3B
grinab	GRINA
grinaa	GRINA
gripap1	GRIPAP1
grk1a	GRK1
LOC107389806	GRK1
grk4	GRK4
grk6	GRK6
grk7b	GRK7
grk7a	GRK7
grm1b	GRM5
LOC107377567	GRM1
grm3	GRM3
LOC107385024	GRM4
grm5a	GRM5
grm5b	GRM5
grm6a	GRM6
grm2b	GRM2
grm7	GRM7
grm8b	GRM8
grm6b	GRM6
LOC107378575	GRN
grna	GRN
grnb	GRN
tle3b	TLE3
tle3a	TLE3
grp	GRP
grpel1	GRPEL1
grpr	GRPR
grsf1	GRSF1
LOC107389811	GRTP1
grwd1	RBBP7
grxcr1a	GRXCR1
grxcr1b	GRXCR1
LOC107386713	GRXCR2
gsc	GSC
LOC129164401	GSC
gse1b	GSE1
LOC107376286	GSG1L
gsg1l	GSG1L
LOC107392766	GSG1L
haspin	GSG2
gsk3ab	GSK3B
gsk3ba	GSK3B
gskip	GSKIP
LOC107396188	GSN
LOC107386209	GSN
gspt1	GSPT2
gsr	GSR
gss	GSS
LOC107391350,gsta.1	GSTA1
gstcd	GSTCD
gstt1a	GSTT2B
gstt1b	GSTT2B
gstz1	GSTZ1
gsx1	GSX1
gsx2	GSX1
gtdc1	GTDC1
pomgnt2	POMGNT2
ston1	STON1
gtf2a2	GTF2A2
gtf2b	GTF2B
gtf2e1	GTF2E1
gtf2e2	GTF2E2
gtf2f1	GTF2F1
gtf2f2a	GTF2F2
gtf2h1	GTF2H1
gtf2h2	GTF2H2C
gtf2h3	GTF2H3
gtf2ird1	GTF2I
LOC107391146	GTF3A
gtf3ab	GTF3A
LOC107395829	GTF3C1
gtf3c3	GTF3C3
gtf3c4	GTF3C4
gtf3c5	GTF3C5
gtf3c6	GTF3C6
gtpbp1l	GTPBP1
gtpbp10	GTPBP10
gtpbp1	GTPBP1
gtpbp2b	GTPBP2
gtpbp3	GTPBP3
gtpbp4	GTPBP4
mtg2	MTG2
gtpbp6	GTPBP6
gtpbp8	GTPBP8
mtg1	MTG1
gtse1	GTSE1
gtsf1	GTSF1
guca1b	GUCA1B
guca1c,guca1d	GUCA1C
gucd1	GUCD1
gucy1a2	GUCY1A2
gucy1a1	GUCY1B3
gucy1b1	GUCY1B3
gucy2ca	GUCY2C
LOC107383747	GUCY2F
guf1	GUF1
guk1a	GUK1
gulp1a	GULP1
gusb	GUSB
LOC107388494	GXYLT1
gxylt2	GXYLT2
LOC107392094	GYG1
gyg1b	GYG1
gyg2	GYG1
gys1	GYS2
gys2	GYS2
h1-0	H1F0
h1m	HP1BP3
LOC107386217	H2AFV
LOC107384756	H2AFZ
macroh2a2	H2AFY2
LOC107372965,LOC107372966,LOC107373349,LOC107375341,LOC107380018,LOC107388308,LOC107388332,LOC107391735,LOC107391739,LOC129167224,LOC139061557,LOC139070792,LOC139070798,h3f3c,h3f3d	H3F3A
h6pd	H6PD
haao	HAAO
habp2	HGFAC
LOC107394116	HABP4
hace1	HACE1
hacl1	HACL1
hadh	HADH
hadhab	HADHA
hadhb	HADHB
hagh	HAGH
LOC139068917	HAL
hal	HAL
LOC107387105	HAND1
hand2	HAND2
hao1	HAO1
hao2	HAO2
LOC107396387	HAPLN1
hapln1b	HAPLN1
hapln2	HAPLN2
hapln3	HAPLN3
hapln4	HAPLN4
harbi1	HARBI1
hars	HARS2
dtd1	DTD1
has2	HAS2
hat1	HAT1
haus1	HAUS1
haus2	HAUS2
haus3	HAUS3
haus4	RP11-298I3.5
haus5	HAUS5
haus6	HAUS6
haus7	HAUS7
haus8	HAUS8
hax1	HAX1
hbegfa	HBEGF
hbae4	HBZ
hbp1	HBP1
LOC107382741	HBP1
hbs1l	HBS1L
LOC107382602	HCCS
LOC107373641	ASTL
hcfc1a	HCFC1
hcfc2	HCFC1
hcls1	HCLS1
LOC107374708	HCN1
LOC107384100	HCN2
hcn3	HCN4
LOC107379701	HCN4
LOC139071864	HCN4
LOC107388618	HCN4
hcrtr2	HCRTR2
hdac1	HDAC1
LOC107392535	HDAC1
hdac10	HDAC10
hdac3	HDAC3
hdac4	HDAC4
LOC107380874	HDAC4
hdac5	HDAC5
hdac6	HDAC10
hdac7a	HDAC7
LOC107385537	HDAC7
hdac8	HDAC8
hdac9b	HDAC9
hdc	HDC
hddc2	HDDC2
hddc3	HDDC3
hdgfl2	CTB-50L17.10
pudp	PUDP
hdhd2	HDHD2
hdlbpa	HDLBP
LOC107374098	TNFRSF10A
hdx	HDX
heatr1	HEATR1
dnaaf5	DNAAF5
heatr3	HEATR3
heatr5b	HEATR5B
heatr6	HEATR6
hebp2	HEBP2
heca	HECA
hectd1	HECTD1
hectd2	HECTD2
hectd3	HECTD3
LOC107382779	HECW1
hecw2a	HECW2
heg1	HEG1
hells	HELLS
helq	HELQ
helt	HELT
helz	HELZ
LOC107376421	HELZ2
hemk1	HEMK1
henmt1	HENMT1
hepacama	HEPACAM
LOC107387068	HEPACAM
hepacam2	HEPACAM2
LOC107386991	HEPHL1
her12	HES5
her3	HES3
her6	HES1
her9	HES4
LOC107380425	HERC6
herc1	HERC1
herc3	HERC3
herc4	HERC4
herpud1	HERPUD1
herpud2	HERPUD2
LOC107394553	HERPUD2
hes2.1	HES2
LOC107390630	HES2
LOC107384489	HES1
LOC107395910	HES6
her11	HES7
LOC107385900	HESX1
hexd	HEXDC
hexim1	HEXIM1
hey1	HEY1
LOC107375650	HEY1
hey2	HEY2
heyl	HEYL
hjv	RGMA
hfm1	HFM1
hgd	HGD
hgfb	HGF
hgfa	HGF
hgs	HGS
hgsnat	HGSNAT
hhat	HHAT
hhatla	HHATL
hhatlb	HHATL
hhex	HHEX
hhip	HHIP
hhipl1	HHIPL1
hhipl2	HHIPL2
LOC129157054	HHLA2
hhla2b.1	HHLA2
hibadha	HIBADH
hibadhb	HIBADH
hibch	HIBCH
hic1	HIC1
hic2	HIC2
LOC107387307	HID1
hif1aa	HIF1A
hif1al	HIF3A
hif1an	HIF1AN
higd2a	HIGD2B
hinfp	HINFP
hint1	HINT1
hint2	HINT2
LOC107377583	HINT3
hip1	HIP1
ccdc62	CCDC62
hip1rb	HIP1R
LOC107375142	HIP1
hipk2	HIPK2
hipk3a	HIPK3
hipk3b	HIPK3
hira	HIRA
LOC129152200	HIST1H1A
LOC107373013,LOC107374877,LOC107380019,LOC107380637,LOC107382254,LOC107382452,LOC107383741,LOC107388098,LOC107391797,LOC107391806,LOC129162979,LOC139061473	HIST1H2BG
LOC107395241	HIST1H2BG
hivep1	HIVEP1
hivep2a	HIVEP2
hivep2b	HIVEP2
hivep3a	HIVEP3
LOC107395643	HIVEP3
LOC107382412	HK1
hk2	HK2
LOC107384332	HK3
hkdc1	HKDC1
hlcs	HLCS
hlfa	HLF
hlfb	HLF
hltf	HLTF
hlx1	HLX
hm13	HM13
LOC107397336	HMBOX1
hmbox1b	HMBOX1
LOC107395401	HMBS
hmcn1	HMCN1
hmg20a	HMG20A
hmg20b	HMG20A
hmga1a	HMGA1
LOC107386925	HMGB1
hmgb1b	HMGB1
