mt-nd1	MT-ND1
supv3l1	SUPV3L1
dyrk4	DYRK4
rpl26	RPL26
rpl26	RPL26L1
trmt11	TRMT11
fhl5	FHL5
PPP3R1	PPP3R1
apoda.1	APOD
cldn8.3	CLDN8
dpysl5b	DPYSL5
ubqln1	UBQLN1
tp53	TP53
gyg1b	GYG1
ndufv2	NDUFV2
pno1	PNO1
PPFIBP2	PPFIBP2
cfap91	CFAP91
SNORA51	SNORA51
dlg5b.1	DLG5
iars2	IARS2
mfsd9	MFSD9
snrnp27	SNRNP27
adgrb1b	ADGRB1
nhej1	NHEJ1
lhcgr	LHCGR
si:ch211-223m11.1	DLGAP2
thsd7aa	THSD7A
hint3	HINT3
col10a1a	COL10A1
tmem182a	TMEM182
ndufa9a	NDUFA9
mxd1	MXD1
vav2	VAV2
rap1gap	RAP1GAP
cxadr	CXADR
mad2l1	MAD2L1
cpb1	CPB1
ncoa7a	NCOA7
ankrd12	ANKRD12
mapre3b	MAPRE3
gkap1	GKAP1
btg3	BTG3
dnaaf10	DNAAF10
grcc10	C12orf57
bin1b	BIN1
cds2	CDS2
c1d	C1D
tiam1b	TIAM1
c14h21orf91	C21orf91
afap1	AFAP1
tardbpa	TARDBP
si:dkeyp-118h3.6	C2orf49
fyna	FYN
aqp7	AQP7B
aqp7	AQP7
nt5dc3	NT5DC3
gpr45	GPR45
twsg1a	TWSG1
saysd1	SAYSD1
samd7	SAMD7
agtr1b	AGTR1
ripk4	RIPK4
zgc:113337	TIGIT
zgc:113337	PVR
zgc:113337	NECTIN2
zgc:113337	NCR3
zgc:113337	SMAGP
pdhb	PDHB
prl	PRL
fhl2a	FHL2
cmtm8b	CMTM8
galnt8a.2	GALNT8
KIF27	KIF27
SNORA62	SNORA6
hkdc1	HKDC1
zic1	ZIC1
gtf2a1l	GTF2A1L
traf6	TRAF6
poglut3	POGLUT3
nck2a	NCK2
tmem214	TMEM214
GPR151	GPR151
mettl27	METTL27
pgd	PGD
bpnt1	BPNT1
PRDM15	PRDM15
arhgap25	ARHGAP25
capgb	CAPG
meis1b	MEIS1
adam19b	ADAM19
ZNF207	ZNF207
ribc2	RIBC2
ecrg4a	ECRG4
STON1	STON1
si:ch73-390b10.2	GPR89B
si:ch73-390b10.2	GPR89A
tpgs2	TPGS2
bmp10	BMP10
qrsl1	QRSL1
sec62	SEC62
uxs1	UXS1
hsp90b1	HSP90B1
fabp7a	FABP7
hnrnpr	HNRNPR
thraa	THRA
polr2a	POLR2A
pdzk1	PDZK1
cyb5r2	CYB5R2
thg1l	THG1L
usp40	USP40
ypelb	YPEL5
erlin2	ERLIN2
dnpep	DNPEP
ppp1r21	PPP1R21
trpm5	TRPM5
man1a1	MAN1A1
dner	DNER
ada2a	ADA2
actr2a	ACTR2
dnajc8	DNAJC8
rtn4ip1	RTN4IP1
zgc:153240	C17orf75
celf4	CELF4
pid1	PID1
slc35a1	SLC35A1
lsm11	LSM11
cntln	CNTLN
pxk	PXK
skila	SKIL
clint1a	CLINT1
armc3	ARMC3
sphkap	SPHKAP
olfm1b	OLFM1
lgalsl	LGALSL
qng1	QNG1
znf703	ZNF703
prkci	PRKCI
si:ch211-272n13.7	PRKAR2B
tspeara	TSPEAR
ptprnb	PTPRN
NALF1	NALF1
ulk4	ULK4
grk4	GRK4
zic4	ZIC4
abhd13	ABHD13
EBF1	EBF1
clk2a	CLK2
c2cd2	C2CD2
FOXN2	FOXN2
sumo3b	SUMO3
atp6v1e1a	ATP6V1E2
atp6v1e1a	ATP6V1E1
ppp1r26	PPP1R26
rhot1a	RHOT1
tnfsf13b	TNFSF13B
ralbp1	RALBP1
cers2a	CERS2
DDRGK1	DDRGK1
atg101	ATG101
eif2b5	EIF2B5
hnrnpk	HNRNPK
myorg	MYORG
mrps2	MRPS2
ankrd29	ANKRD29
st6gal2a	ST6GAL2
kif1b	KIF1B
TIA1	TIA1
sacm1la	SACM1L
dipk1b	DIPK1B
rars2	RARS2
unc13d	UNC13D
caln2	CALN1
ZBTB21	ZBTB21
ttll11	TTLL11
si:ch73-206p6.1	PLSCR5
si:ch73-206p6.1	PLSCR3
si:ch73-206p6.1	PLSCR4
si:ch73-206p6.1	PLSCR2
umodl1	UMODL1
dcp2	DCP2
gcm2	GCM2
dapk3	DAPK2
daw1	DAW1
il12ba	IL12B
celf3a	CELF3
trak1a	TRAK1
bnc2	BNC2
akirin2	AKIRIN2
map6a	MAP6
trnau1apa	TRNAU1AP
adrb2a	ADRB2
zbtb4	ZBTB4
sh3tc2	SH3TC2
cnr1	CNR1
bcl2l13	BCL2L13
mogat2	MOGAT2
sdf2	SDF2
jam2b	JAM2
jam2b	VSIR
jam2b	MUC15
jam2b	CLMP
plod2	PLOD2
rchy1	RCHY1
RAB31	RAB31
slc4a8	SLC4A8
casq1a	CASQ1
rmi1	RMI1
wee2	WEE2
rngtt	RNGTT
fam219aa	FAM219A
rprd2a	RPRD2
dab2ipb	DAB2IP
plekhb2	PLEKHB2
sppl2	SPPL2B
ythdc2	YTHDC2
dgat2	DGAT2
scaf4b	SCAF4
irs2b	IRS2
GRK1	GRK1
ing5a	ING5
arhgap28	ARHGAP28
SLC28A3	SLC28A3
sh3bp5lb	SH3BP5L
MGAT5B	MGAT5B
far1	FAR1
dennd11	DENND11
cep19	CEP19
tspan33a	TSPAN33
vapal	VAPA
ablim3	ABLIM3
supt6h	SUPT6H
pigx	PIGX
ZCCHC24	ZCCHC24
get3	GET3
uvrag	UVRAG
slc19a3a	SLC19A3
dnai1.1	DNAI1
ntrk2a	NTRK2
PPIF	PPIF
tfdp1a	TFDP1
tox4a	TOX4
ccr6b	CCR6
pak2b	PAK2
col4a1	COL4A1
si:ch211-127i16.2	IL4I1
si:ch211-127i16.2	MAOB
tanc2a	TANC2
APCDD1	APCDD1
smo	SMO
unk	UNK
urb1	URB1
msh6	MSH6
agk	AGK
peli1b	PELI1
ciarta	CIART
best2	BEST2
scn8ab	SCN8A
lrrtm4l1	LRRTM4
zmiz1b	ZMIZ1
herc3	HERC3
DCUN1D2	DCUN1D2
neurl4	NEURL4
junba	JUNB
dkk3b	DKK3
crabp2b	CRABP2
ZBTB14	ZBTB14
arhgef18a	ARHGEF18
pxdn	PXDN
gabbr1b	GABBR1
cyb561	CYB561
ugp2b	UGP2
agfg1a	AGFG1
hbp1	HBP1
rpp21	RPP21
atg9a	ATG9A
nup205	NUP205
KCNK12	KCNK12
EPB41L3	EPB41L3
IER3IP1	IER3IP1
agtpbp1	AGTPBP1
hdac5	HDAC5
mroh1	MROH1
wnt11	WNT11
rdh14b	RDH14
gpr22b	GPR22
tnfa	LTA
aqp12	AQP12A
aqp12	AQP12B
tmem230a	TMEM230
chd8	CHD8
nt5c1bb	NT5C1B
susd1	SUSD1
prrc1	PRRC1
gpc1a	GPC1
evi5l	EVI5L
slc44a2	SLC44A2
atat1	ATAT1
zbtb26	ZBTB26
mdh1ab	MDH1
slc35d1a	SLC35D1
adra1ab	OR13F1
adra1ab	OR56A5
adra1ab	OR5T3
adra1ab	OR5T1
adra1ab	OR5T2
adra1ab	OR56A1
adra1ab	OR56A4
adra1ab	OR56A3
klhdc10	KLHDC10
SLCO1C1	SLCO1C1
itgb4	ITGB4
dipk2ab	DIPK2A
parvaa	PARVA
polr3a	POLR3A
apex2	APEX2
adap2	ADAP2
TMEM233	TMEM233
zc3hc1	ZC3HC1
extl3	EXTL3
SLC9A9	SLC9A9
sycp2l	SYCP2L
gucd1	GUCD1
dpysl2b	DPYSL2
insra	INSR
lrp11	WFDC8
lrp11	WFDC6
lrp11	SPINT1
lrp11	EPPIN
lrp11	SPINT4
lrp11	LRP11
arfip2a	ARFIP2
slc38a5a	SLC38A5
ube2h	UBE2H
cbln12	CBLN3
MSI1	MSI1
pou2f1b	POU2F1
itga9	ITGA9
upb1	UPB1
chst2b	CHST2
PDE3A	PDE3A
riox1	RIOX1
nasp	NASP
MIR183	MIR183
hk1	HK1
dhcr24	DHCR24
map3k5	MAP3K5
arhgef15b	ARHGEF15
trpc1	TRPC1
pex12	PEX12
slc23a1	SLC23A1
nrf1	NRF1
fgd4a	FGD4
atad5a	ATAD5
lygl1	LYG2
lygl1	LYG1
tmem200c	TMEM200C
adora2aa	ADORA2A
NDUFB1	NDUFB1
dip2bb	DIP2B
bnip3lb	BNIP3L
lingo1b	LINGO1
wasa	WAS
naa35	NAA35
gpc2	GPC2
cpsf2	CPSF2
fam13a	FAM13A
exoc3	EXOC3
mcoln1a	MCOLN1
specc1la	SPECC1L
PWWP2A	PWWP2A
QRFPR	QRFPR
si:ch211-215a10.4	C6orf136
luzp2	LUZP2
acp5a	ACP5
gpa33	GPA33
mfsd14a2	MFSD10
pcolce2b	PCOLCE2
pcsk9	PCSK9
lrrc7	LRRC7
rfx1a	RFX1
oatx	SLC22A6
oatx	SLC22A9
oatx	SLC22A12
oatx	SLC22A24
oatx	SLC22A3
oatx	SLC22A14
oatx	SLC22A1
oatx	SLC22A10
oatx	SLC22A25
oatx	SLC22A5
oatx	SLC22A4
oatx	SLC22A11
AEBP2	AEBP2
mrpl44	MRPL44
wdpcp	WDPCP
tspan13b	TSPAN13
plxna4	PLXNA4
slc24a4b	SLC24A4
tacr2	TACR2
dnaaf1	DNAAF1
RASSF10	RASSF10
afap1l1a	AFAP1L1
mffa	MFF
adamts14	ADAMTS14
trim3a	TRIM3
pfdn1	PFDN1
agr2	AGR2
SNORD65	SNORD65
SNORD65	SNORD65B
SNORD65	SNORD65C
tmem121ab	TMEM121
MYT1L	MYT1L
ildr2	ILDR2
olfml1	OLFML1
pcnt	PCNT
gsna	GSN
USP24	USP24
nsrp1	NSRP1
cita	CIT
fibcd1b	FIBCD1
u2surp	U2SURP
tspan15	TSPAN15
sap30bp	SAP30BP
ttc1	TTC1
si:ch211-214c7.5	C19orf67
sult2st3	SULT1E1
sult2st3	SULT1A2
sult2st3	SULT1A1
sult2st3	SULT1B1
sult2st3	SULT1C3
sult2st3	SULT1A3
sult2st3	SULT1A4
sult2st3	SULT2A1
rln3a	RLN3
ildr1b	ILDR1
tfap2b	TFAP2B
ppp1r10	PPP1R10
chchd3a	CHCHD3
ssh2b	SSH2
exosc5	EXOSC5
mmp14b	MMP14
me3	ME3
pald1a	PALD1
CDR2L	CDR2L
fut8b	FUT8
PLEKHA5	PLEKHA5
bcl6b	BCL6B
egfem1	MEGF6
ANO1	ANO1
rab20	RAB20
tfap2d	TFAP2D
sult2st3	SULT1E1
sult2st3	SULT1A2
sult2st3	SULT1A1
sult2st3	SULT1B1
sult2st3	SULT1C3
sult2st3	SULT1A3
sult2st3	SULT1A4
sult2st3	SULT2A1
tspy	TSPYL4
tspy	TSPYL2
tspy	SETSIP
tspy	TSPY4
tspy	TSPY10
tspy	TSPY9
tspy	TSPY3
tspy	TSPY8
tspy	TSPY2
tspy	TSPY1
tspy	TSPYL6
tspy	NAP1L2
tspy	NAP1L5
tspy	TSPYL5
tspy	NAP1L3
tspy	TSPYL1
tmprss15	TMPRSS11A
tmprss15	TMPRSS11D
tmprss15	TMPRSS11F
tmprss15	PRSS22
tmprss15	TMPRSS11E
tmprss15	TMPRSS11B
daglb	DAGLB
frem2b	FREM2
slc16a13	SLC16A13
tmem147	TMEM147
ift81	IFT81
naxd	NAXD
otx1	OTX1
pkn1a	PKN1
exoc4	EXOC4
gprin3b	GPRIN3
tmem145	TMEM145
GOLM1	GOLM1
nxpe3	NXPE3
bicd1a	BICD1
ing1	ING1
mcm7	MCM7
elmod2	ELMOD2
tnpo2a	TNPO2
lrrc20	LRRC20
cep97	CEP97
dna2	SETX
dna2	CT55
abcf1	ABCF1
mrpl17	MRPL17
slc1a3a	SLC1A3
hadhb	HADHB
acap1	ACAP1
barhl1b	BARHL1
ppa1a	PPA1
MYL2	MYL2
ucp1	UCP1
socs8	CISH
wdr13	WDR13
spag9b	SPAG9
wnt8a	WNT8A
ehbp1	EHBP1
ptprz1a	PTPRZ1
gapdhs	GAPDHS
eipr1	EIPR1
rpl24	RPL24
bloc1s2	BLOC1S2
tbc1d9	TBC1D9
mrps18b	MRPS18B
xkr4	XKR4
pbld	PBLD
mpc2b	MPC2
pxna	PXN
nipbla	NIPBL
bbox1	BBOX1
SNORA62	SNORA6
gtf3c4	GTF3C4
acad11	ACAD11
plpp3	PLPP3
ankrd10b	ANKRD10
tmem68	TMEM68
arhgap20	ARHGAP20
taok1b	TAOK1
trappc12	TRAPPC12
gareml	GAREM2
scxa	SCX
skp2	SKP2
esyt3	ESYT3
fbln7	FBLN7
gphnb	GPHN
lrguk	LRGUK
tgs1	TGS1
eps15l1b	EPS15L1
mir25	MIR25
TMEM43	TMEM43
dhps	DHPS
prkaa2	PRKAA2
wnt8a	WNT8A
ascc1	ASCC1
si:dkey-33i11.1	CD22
rnf17	RNF17
mmp11b	MMP11
rnf150a	RNF150
trpc4b	TRPC4
acin1a	ACIN1
sp3b	SP3
adi1	ADI1
ASF1B	ASF1B
porcn	PORCN
mir27c	MIR27A
ppp1r11	PPP1R11
COPS6	COPS6
mir23a-2	MIR23A
rplp0	RPLP0
anapc16	ANAPC16
znf330	ZNF330
agfg2	AGFG2
bcl3	BCL3
hnrnph3	HNRNPH3
TTPA	TTPA
rin3	RIN3
ddit4	DDIT4
vars2	VARS2
ube2z	UBE2Z
csf1rb	CSF1R
ciao2a	CIAO2A
parp9	PARP9
mertka	MERTK
tomm40	TOMM40
cpap	CPAP
dnajb12b	DNAJB12
PPP6C	PPP6C
dab1a	DAB1
ndufaf3	NDUFAF3
ralba	RALB
gabrr3b	GABRR3
sstr5	SSTR3
nckipsd	NCKIPSD
tmtc2b	TMTC2
uggt1	UGGT1
c17h14orf119	C14orf119
ackr4b	ACKR4
madd	MADD
si:dkey-117n7.4	COL23A1
fbxl12	FBXL12
esr2a	ESR2
dhrs1	DHRS1
nepro	NEPRO
aass	AASS
scai	SCAI
faima	FAIM
smg6	SMG6
uba5	UBA5
pth2	PTH2
ube4b	UBE4B
sft2d1	SFT2D1
map2k7	MAP2K7
mecom	MECOM
mgat1b	MGAT1
slc25a20	SLC25A20
ndc80	NDC80
anapc7	ANAPC7
glrba	GLRB
SCD	SCD
PLCZ1	PLCZ1
homeza	HOMEZ
aurkb	AURKB
rufy2	RUFY2
golga7	GOLGA7
ovca2	OVCA2
aif1l	AIF1L
cracr2aa	CRACR2A
rnf212b	RNF212B
tob1b	TOB1
inpp4b	INPP4B
sdr16c5a	SDR16C5
polr1h	POLR1H
rtn4rl1a	RTN4RL1
cxcr2	CXCR1
cxcr2	CXCR2
hoxb13a	HOXB13
wfikkn2b	WFIKKN1
RPA1	RPA1
atcayb	ATCAY
prkar2ab	PRKAR2A
penka	PENK
hoxb9a	HOXB9
prr18	PRR18
hoxb8a	HOXB8
ucn3l	UCN2
ucn3l	UCN3
tbxtb	TBXT
pik3c2g	PIK3C2G
gtf2h4	GTF2H4
sec31b	SEC31B
prkaa1	PRKAA1
smyd4	SMYD4
gdnfb	GDNF
blvra	BLVRA
pals1b	PALS1
si:ch1073-335m2.2	SPEN
hs6st1a	HS6ST1
si:ch73-162j3.4	PDZD4
hpn	HPN
nphp3	NPHP3
ndufb7	NDUFB7
b3gnt2b	B3GNT2
hoxb3a	HOXB3
pcif1	PCIF1
coa1	COA1
fam120b	FAM120B
ola-mir-199a-1	MIR199A2
fblim1	FBLIM1
copg2	COPG2
ap1g2	AP1G2
pde10a	PDE10A
eif4g2b	EIF4G2
tmem200b	TMEM200B
tecrb	TECR
TMEM82	TMEM82
ndufb8	NDUFB8
LCT	LCT
clhc1	CLHC1
ralgps1	RALGPS1
dvl2	DVL2
cntnap2b	CNTNAP2
acvr1l	ACVRL1
gpx9	GPX1
meltf	MELTF
EGFLAM	EGFLAM
tob1a	TOB1
epb41a	EPB41
ttc33	TTC33
slc25a34	SLC25A34
rad9b	RAD9B
hoxb4a	HOXB4
zmym2	ZMYM2
atp6v1d	ATP6V1D
dld	DLL1
wfikkn2a	WFIKKN1
mettl13	METTL13
scn4ba	SCN4B
hoxb2a	HOXB2
fbxo42	FBXO42
ptger4b	PTGER4
ube2c	DNTTIP1
fkbp2	FKBP2
fbxl15	FBXL15
klf2b	KLF18
klf2b	KLF17
gab1	GAB1
itpa	ITPA
slc25a38b	SLC25A38
nkx3-2	NKX3-2
ankrd40	ANKRD40
ankrd40	ANKRD40CL
gatad2b	GATAD2B
fbxw2	FBXW2
d2hgdh	D2HGDH
ncbp2as2	NCBP2AS2
map1b	MAP1B
prmt5	PRMT5
dnajb1b	DNAJB1
dnajb1b	DNAJB8
dnajb1b	DNAJB7
nudt14	NUDT14
polr2j	POLR2J2
polr2j	POLR2J
polr2j	POLR2J3
ap1m1	AP1M1
ncbp2	NCBP2
ncbp2	NCBP2L
scn2b	SCN2B
spag1a	SPAG1
si:ch211-285f17.1	KIAA1217
pax2b	PAX2
rangrf	RANGRF
SZRD1	SZRD1
mis12	MIS12
ptcd2	PTCD2
luc7l3	LUC7L3
rbm25b	RBM25
nfe2l1a	NFE2L1
txnipa	TXNIP
postnb	POSTN
bmpr1aa	BMPR1A
SNORD97	SNORD97
tspan9a	TSPAN9
necap2	NECAP2
oit3	OIT3
acadvl	ACADVL
vamp4	VAMP4
cp	CP
UBE2C	UBE2C
knstrn	KNSTRN
PPTC7	PPTC7
ppm1g	PPM1G
praf2	PRAF2
HS3ST1	HS3ST1
crb2a	NOTCH2NLC
crb2a	NOTCH2NLA
crb2a	NOTCH2NLB
crb2a	NOTCH2NLR
cacfd1	CACFD1
mest	MEST
sdha	SDHA
GJA3	GJA3
mgat4c	MGAT4C
mtif3	MTIF3
dnm2b	DNM2
sra1	SRA1
PPP1CC	PPP1CC
gjb8	GJB6
gjb8	GJB2
clnk	CLNK
myoc	MYOC
nmnat1	NMNAT1
uap1l1	UAP1L1
apbb3	APBB3
heca	HECA
BTBD6	BTBD6
zgc:110158	SSBP4
ttc38	TTC38
asph	ASPH
myl2b	MYL2
tpm4b	TPM4
copz2	COPZ2
pla2g12b	PLA2G12B
chtopa	CHTOP
gsr	GSR
rps14	RPS14
rbp7a	FABP5
rbp7a	RBP5
rbp7a	FABP4
rbp7a	PMP2
rbp7a	FABP12
rbp7a	FABP9
hsp90ab1	HSP90AB1
prrc2c	PRRC2C
zdhhc12b	ZDHHC12
GHITM	GHITM
rhoua	RHOU
abracl	ABRACL
mcu	MCU
snapin	SNAPIN
ccdc127a	CCDC127
lzic	LZIC
cux2b	CUX2
klc1a	KLC1
nts	NTS
chm	CHML
chm	CHM
slc30a9	SLC30A9
pdcd2	PDCD2
pex11b	PEX11B
rab8a	RAB8A
tmed1b	TMED1
mrpl32	MRPL32
mical3a	MICAL3
rassf9	RASSF9
ptpn2b	PTPN2
gria1a	GRIA1
aatkb	AATK
opn4b	OPN4
reps1	REPS1
snrpb	SNRPB
pkn3	PKN3
ift56	IFT56
alx1	ALX1
garnl3	GARNL3
micu1	MICU1
cib3	CIB3
tbp	TBP
usp38	USP38
psma2a	PSMA2
il17d	IL17D
ilf2	ILF2
clstn1	CLSTN1
CDHR1	CDHR1
slc35b2	SLC35B2
il17d	IL17D
slc6a15	SLC6A15
psmg2	PSMG2
slitrk3a	SLITRK3
dre-mir-152	MIR148A
dre-mir-152	MIR148B
setb	SET
LRIT2	LRIT2
otud1	OTUD1
chrnd	CHRND
iqsec2b	IQSEC2
nfkbie	NFKBIE
tgif1	TGIF1
ola-mir-103-1	MIR103A1
ola-mir-103-1	MIR107
ola-mir-103-1	MIR103A2
si	MGAM2
si	MGAM
atad2	ATAD2
lrit1b	LRIT1
zfyve21	ZFYVE21
smarca5	SMARCA1
grxcr1a	GRXCR1
tyw3	TYW3
si:dkey-29p10.4	TRIM41
si:dkey-29p10.4	TRIM52
lrrk2	LRRK2
clu	CLU
ift88	IFT88
tmem151ba	TMEM151B
tm4sf18	TM4SF18
ctsa	CTSA
eif1axb	EIF1AY
eif1axb	EIF1AX
psmc3	PSMC3
dync2i2	DYNC2I2
coa8	COA8
dlgap1b	DLGAP1
nolc1	NOLC1
scara3	SCARA3
cracd	CRACD
ctnnbip1	CTNNBIP1
tcte1	TCTE1
odf3l2a	CIMAP1D
bag5	BAG5
imp3	IMP3
rgrb	RGR
tp53i11b	TP53I11
ebi3	EBI3
ubn2a	UBN2
grhl2b	GRHL2
psmb1	PSMB1
mtmr3	MTMR3
slc18a3b	SLC18A3
trmt61a	TRMT61A
rabgap1l2	RABGAP1L
aasdh	AASDH
ak7a	AK7
CHAT	CHAT
mrps6	MRPS6
slc35a3b	SLC35A3
pik3cd	PIK3CD
rnf8	RNF8
tmem69	TMEM69
psap	PSAP
magixb	MAGIX
rab11fip4a	RAB11FIP4
phf10	PHF10
frem3	FREM3
atp8a1	ATP8A1
ZHX1	ZHX1
fam78ba	FAM78B
pcolceb	PCOLCE
ckba	CKB
OlMA1	ACTA1
slc29a3	SLC29A3
ranbp3b	RANBP3
nxnl1	NXNL1
ninl	NINL
itk	ITK
taf9	TAF9
zgc:101716	C8orf76
ppat	PPAT
cd82b	CD82
nrd1a	NRDC
cass4	CASS4
htr5ab	HTR5A
hhip	HHIP
BAIAP2	BAIAP2
aida	AIDA
pdlim5a	PDLIM5
tpm3	TPM3
per1b	PER1
NRTN	NRTN
adam9b	ADAM18
adam9b	ADAM20
adam9b	ADAM32
adam9b	ADAM7
adam9b	ADAM21
adam9b	ADAM30
adam9b	ADAM29
adam9b	ADAMDEC1
adam9b	ADAM2
adam9b	ADAM10
unc5b	UNC5B
tspan18b	TSPAN18
rab4a	RAB4A
znf706	ZNF706
rlig1	RLIG1
arrb2b	ARRB2
bcl6ab	BCL6
cyfip2	CYFIP2
ap2a1	AP2A1
paics	PAICS
gpkow	GPKOW
hipk2	HIPK2
st8sia1	ST8SIA1
hdac4	HDAC4
lrfn2b	LRFN2
insig1	INSIG1
ptges	PTGES
ptprfb	PTPRF
ubl3a	UBL3
tbc1d31	TBC1D31
cldn1	CLDN1
gins1	GINS1
pqbp1	PQBP1
ccsapb	CCSAP
fam102b	EEIG2
pcare2	PCARE
pex1	PEX1
alx4b	ALX4
serpini1	SERPINI1
znf292b	ZNF292
cstf1	CSTF1
abhd12	ABHD12B
abhd12	ABHD16B
abhd12	ABHD12
psmb5	PSMB5
IKZF5	IKZF5
lmo2	LMO2
timm17b	TIMM17B
en2a	EN2
citb	CIT
usp20	USP20
her9	HES4
smad1	SMAD1
ap4m1	AP4M1
PSTK	PSTK
pygb	PYGB
spartb	SPART
nrl	NRL
odf2a	ODF2
acadsb	ACADSB
smim8	SMIM8
hmmr	HMMR
bmpr1ba	BMPR1B
CROCC	CROCC
CHMP6	CHMP6
caprin1b	CAPRIN1
tbxas1	TBXAS1
HMX3	HMX3
ddx51	DDX51
uspl1	USPL1
znf831	ZNF831
henmt1	HENMT1
mark3a	MARK3
bub3	BUB3
siah2l	SIAH2
rbm33a	RBM33
taf1a	TAF1A
alox5ap	ALOX5AP
mmaa	MMAA
edn3	EDN3
cygb2	CYGB
LIX1L	LIX1L
parp12a	PARP12
insb	INS
GPR26	GPR26
dusp10	DUSP10
abcb10	ABCB10
pdrg1	PDRG1
cdcp2	CDCP2
gtf3c3	GTF3C3
medag	MEDAG
SLC25A25	SLC25A25
znf827	ZNF827
RELL1	RELL1
rbm48	RBM48
dclk1b	DCLK1
tmtc3	TMTC3
veph1	VEPH1
shha	SHH
tacc2	TACC2
sf3b4	SF3B4
CPXM2	CPXM2
apoeb	APOE
hlx1	HLX
gk5	GK5
tceanc2	TCEANC2
cryl1	CRYL1
sypb	SYP
cdh24	CDH24
unc5ca	UNC5C
clxn	CLXN
b3glctb	B3GLCT
rad51	RAD51
srgap1a	SRGAP1
SPHK1	SPHK1
rnf32	RNF32
mir125a-1	MIR125B2
plp2b	PLP2
ptx3a	PTX3
slc35f6	SLC35F6
bicdl1	BICDL1
tmem59	TMEM59
aldh1l1	ALDH1L1
nat10	NAT10
carmil3	CARMIL3
eef1akmt1	EEF1AKMT1
RPL7A	RPL7A
twist2	TWIST2
atp1b3a	ATP1B3
rmdn3	RMDN3
ccnl1a	CCNL1
lsm6	LSM6
lrrc42	LRRC42
prickle3	PRICKLE3
kitlga	KITLG
mvb12a	MVB12A
UBE2O	UBE2O
sytl1	SYTL1
rxylt1	RXYLT1
apoc2	APOC2
kcnn4	KCNN4
surf1	SURF1
kcnk3a	KCNK3
mrps9	MRPS9
yipf1	YIPF1
nwd2	NWD2
tfap4	TFAP4
tenm2a	TENM2
pou4f2	POU4F2
grk7a	GRK7
rxfp2a	RXFP2
lmbr1	LMBR1
elovl6l	ELOVL3
zgc:112052	C19orf12
xpo4	XPO4
abcc1	ABCC1
stxbp3	STXBP3
PARP11	PARP11
klhl17	KLHL17
mapda	MAPDA
SNORD36B	SNORD36B
si:dkey-156n14.3	ZXDB
si:dkey-156n14.3	ZXDA
si:dkey-156n14.3	ZXDC
hmgcs1	HMGCS1
asb1	ASB1
CHST15	CHST15
smg9	SMG9
CTSS	CTSS
SNORD36	SNORD36C
uri1	URI1
nsmce4a	EID3
ednraa	EDNRA
rem2	REM2
shisa3	SHISA3
acot9.1	ACOT9
agfg1b	AGFG1
ndc1	NDC1
enpp1	ENPP1
SRL	SRL
OR6Q1	OR6B2
OR6Q1	OR6P1
OR6Q1	OR6B3
OR6Q1	OR11L1
OR6Q1	OR6Q1
noc2l	NOC2L
rims4	RIMS4
rab35b	RAB35
surf6	SURF6
thbs1b	THBS1
BEND4	BEND4
pdcd10b	PDCD10
urb2	URB2
dusp6	DUSP6
oat	OAT
kyat1	KYAT1
SNORA62	SNORA6
osbpl11	OSBPL11
nop9	NOP9
SAT1	SAT1
tmem184c	TMEM184C
traf3ip1	TRAF3IP1
nr1h3	NR1H3
sgsm3	SGSM3
adcy9	ADCY9
nbeab	NBEA
ctss1	CTSV
ctss1	CTSL
ctss1	TINAG
ctss1	CTSW
ctss1	CTSF
lsm3	LSM3
tgm1l1	TGM1
rab11fip5b	RAB11FIP5
ISYNA1	ISYNA1
st6galnac6	ST6GALNAC6
dcaf8	DCAF8L2
dcaf8	DCAF8
dcaf8	DCAF8L1
nom1	NOM1
TIPARP	TIPARP
arl14ep	ARL14EP
bri3bp	BRI3BP
tln1	TLN1
gcn1	GCN1
galnt2	GALNT2
bcam	BCAM
minpp1b	MINPP1
mnx1	MNX1
lhpp	LHPP
ABCB4	ABCB4
lats2	LATS2
ankmy1	ANKMY1
abhd4	ABHD4
ssr3	SSR3
sfxn5b	SFXN5
samd11	SAMD11
vps72a	VPS72
prmt9	PRMT9
aanat1	AANAT
adarb1b	ADARB1
mettl25	METTL25
ptenb	PTEN
cep41	CEP41
ube3c	UBE3C
edc3	EDC3
wasf2	WASF2
APOO	APOO
spout1	SPOUT1
wdr31	WDR31
eif5	EIF5
rps19	RPS19
ccdc59	CCDC59
crebbpa	CREBBP
arhgap10	ARHGAP10
mtss1la	MTSS2
zmat3	ZMAT3
tpgs1	TPGS1
fam53b	FAM53B
KCNAB1	KCNAB1
pcdh7b	PCDH7
vav3b	VAV3
agxta	AGXT
smyd2a	SMYD2
klhl15	KLHL15
ska3	SKA3
rerea	RERE
stk25b	STK25
rnls	RNLS
shld2	SHLD2
st6galnac4	ST6GALNAC4
smyd5	SMYD5
arid3b	ARID3B
vps29	VPS29
cracr2ab	CRACR2A
kcna4	KCNA4
CPA1	CPA1
ahdc1	AHDC1
dad1	DAD1
hpdl	HPDL
dgkh	DGKH
cadm4	CADM4
tnfaip2	TNFAIP2
orla-uha	AZGP1
orla-uha	FCGRT
lipf	LIPA
cenpf	CENPF
zranb1a	ZRANB1
RHBDF2	RHBDF2
nr3c2	NR3C2
prmt8b	PRMT8
grip2b	GRIP2
mrpl14	MRPL14
septin2	SEPTIN2
